Year,Country,Medal,City,Sport,Discipline,Athlete,Gender,Event
1980,Finland,Gold,Moscow,Rowing,Rowing,"KARPPINEN, Pertti",Men,Single Sculls (1X)
1980,,Silver,Moscow,Rowing,Rowing,"YAKUSHA, Vasili",Men,Single Sculls (1X)
1980,,Bronze,Moscow,Rowing,Rowing,"SCHRÖTER, Martina",Women,Single Sculls (1X)
1980,,Gold,Moscow,Rowing,Rowing,"TOMA, Sanda",Women,Single Sculls (1X)
1980,,Silver,Moscow,Rowing,Rowing,"DUMCHEVA, Antonina",Women,Single Sculls (1X)
1980,Finland,Bronze,Moscow,Sailing,Sailing,"LINDGREN, Jouko",Men,470 - Two Person Dinghy
1980,Finland,Bronze,Moscow,Sailing,Sailing,"TALLBERG, Georg",Men,470 - Two Person Dinghy
1980,Brazil,Gold,Moscow,Sailing,Sailing,"PENIDO, Eduardo Henrique",Men,470 - Two Person Dinghy
1980,Brazil,Gold,Moscow,Sailing,Sailing,"SOARES, Marcos Pinto Rizzo",Men,470 - Two Person Dinghy
1980,,Silver,Moscow,Sailing,Sailing,"BOROWSKI, Jörn",Men,470 - Two Person Dinghy
1980,,Silver,Moscow,Sailing,Sailing,"SWENSSON, Egbert",Men,470 - Two Person Dinghy
1980,Greece,Bronze,Moscow,Sailing,Sailing,"BOUDOURIS, Anastassios",Men,Fleet/Match Race Keelboat Open (Soling)
1980,Greece,Bronze,Moscow,Sailing,Sailing,"GAVRILIS, Anastassios",Men,Fleet/Match Race Keelboat Open (Soling)
1980,Greece,Bronze,Moscow,Sailing,Sailing,"RAPANAKIS, Aristidis",Men,Fleet/Match Race Keelboat Open (Soling)
1980,Denmark,Gold,Moscow,Sailing,Sailing,"BANDOLOWSKI, Valdemar",Men,Fleet/Match Race Keelboat Open (Soling)
1980,Denmark,Gold,Moscow,Sailing,Sailing,"HANSEN, Erik Hermann",Men,Fleet/Match Race Keelboat Open (Soling)
1980,Denmark,Gold,Moscow,Sailing,Sailing,"JENSEN, Poul Richard Hoj",Men,Fleet/Match Race Keelboat Open (Soling)
1980,,Silver,Moscow,Sailing,Sailing,"BUDNIKOV, Aleksandr",Men,Fleet/Match Race Keelboat Open (Soling)
1980,,Silver,Moscow,Sailing,Sailing,"BUDNIKOV, Boris",Men,Fleet/Match Race Keelboat Open (Soling)
1980,,Silver,Moscow,Sailing,Sailing,"POLYAKOV, Nikolai",Men,Fleet/Match Race Keelboat Open (Soling)
1980,Hungary,Bronze,Moscow,Sailing,Sailing,"DETRE, Szabolcs",Men,Flying Dutchman
1980,Hungary,Bronze,Moscow,Sailing,Sailing,"DETRE, Zsolt",Men,Flying Dutchman
1980,Spain,Gold,Moscow,Sailing,Sailing,"ABASCAL GARCIA, Alejandro",Men,Flying Dutchman
1980,Spain,Gold,Moscow,Sailing,Sailing,"NOGUER CASTELLVI, Miguel",Men,Flying Dutchman
1980,Ireland,Silver,Moscow,Sailing,Sailing,"WILKINS, David",Men,Flying Dutchman
1980,Ireland,Silver,Moscow,Sailing,Sailing,"WILKINSON, James",Men,Flying Dutchman
1980,,Bronze,Moscow,Sailing,Sailing,"BALASHOV, Andrei",Men,Single-Handed Dinghy (Finn)
1980,Finland,Gold,Moscow,Sailing,Sailing,"RECHARDT, Esko",Men,Single-Handed Dinghy (Finn)
1980,Austria,Silver,Moscow,Sailing,Sailing,"MAYRHOFER, Wolfgang",Men,Single-Handed Dinghy (Finn)
1980,Sweden,Bronze,Moscow,Sailing,Sailing,"MARSTRÖM, Göran",Men,Tornado - Multihull
1980,Sweden,Bronze,Moscow,Sailing,Sailing,"RAGNARSSON, Jörgen",Men,Tornado - Multihull
1980,Brazil,Gold,Moscow,Sailing,Sailing,"BJORKSTROM, Lars Sigurd",Men,Tornado - Multihull
1980,Brazil,Gold,Moscow,Sailing,Sailing,"WELTER, Alexandre",Men,Tornado - Multihull
1980,Denmark,Silver,Moscow,Sailing,Sailing,"DUE, Peter",Men,Tornado - Multihull
1980,Denmark,Silver,Moscow,Sailing,Sailing,"KJERGARD, Per",Men,Tornado - Multihull
1980,Italy,Bronze,Moscow,Sailing,Sailing,"GORLA, Giorgio",Men,Two-Person Keelboat Open (Star)
1980,Italy,Bronze,Moscow,Sailing,Sailing,"PERABONI, Alfio",Men,Two-Person Keelboat Open (Star)
1980,,Gold,Moscow,Sailing,Sailing,"MANKIN, Valentyn",Men,Two-Person Keelboat Open (Star)
1980,,Gold,Moscow,Sailing,Sailing,"MUZYCHENKO, Aleksandr",Men,Two-Person Keelboat Open (Star)
1980,Austria,Silver,Moscow,Sailing,Sailing,"FERSTL, Karl",Men,Two-Person Keelboat Open (Star)
1980,Austria,Silver,Moscow,Sailing,Sailing,"RAUDASCHL, Hubert",Men,Two-Person Keelboat Open (Star)
1980,Austria,Bronze,Moscow,Shooting,Shooting,"PETRITSCH, Gerhard",Men,25M Rapid Fire Pistol (60 Shots)
1980,,Gold,Moscow,Shooting,Shooting,"ION, Corneliu",Men,25M Rapid Fire Pistol (60 Shots)
1980,,Silver,Moscow,Shooting,Shooting,"WIEFEL, Jürgen",Men,25M Rapid Fire Pistol (60 Shots)
1980,Bulgaria,Bronze,Moscow,Shooting,Shooting,"DIAKOV, Lubtcho",Men,50M Pistol (60 Shots)
1980,,Gold,Moscow,Shooting,Shooting,"MELENTIEV, Aleksandr",Men,50M Pistol (60 Shots)
1980,,Silver,Moscow,Shooting,Shooting,"VOLLMAR, Harald",Men,50M Pistol (60 Shots)
1980,Sweden,Bronze,Moscow,Shooting,Shooting,"JOHANSSON, Sven",Men,50M Rifle 3 Positions (3X40 Shots)
1980,,Gold,Moscow,Shooting,Shooting,"VLASOV, Viktor",Men,50M Rifle 3 Positions (3X40 Shots)
1980,,Silver,Moscow,Shooting,Shooting,"HARTSTEIN, Bernd",Men,50M Rifle 3 Positions (3X40 Shots)
1980,Bulgaria,Bronze,Moscow,Shooting,Shooting,"ZAPRIANOV, Petar",Men,50M Rifle Prone (60 Shots)
1980,Hungary,Gold,Moscow,Shooting,Shooting,"VARGA, Karoly",Men,50M Rifle Prone (60 Shots)
1980,,Silver,Moscow,Shooting,Shooting,"HEILFORT, Hellfried",Men,50M Rifle Prone (60 Shots)
1980,,Bronze,Moscow,Shooting,Shooting,"GAZOV, Aleksandr",Men,50M Running Target (30+30 Shots)
1980,,Gold,Moscow,Shooting,Shooting,"SOKOLOV, Igor",Men,50M Running Target (30+30 Shots)
1980,,Silver,Moscow,Shooting,Shooting,"PFEFFER, Thomas",Men,50M Running Target (30+30 Shots)
1980,Cuba,Bronze,Moscow,Shooting,Shooting,"CASTRILLO GARCIA, Roberto",Men,Skeet (125 Targets)
1980,Denmark,Gold,Moscow,Shooting,Shooting,"RASMUSSEN, Hans Kjeld",Men,Skeet (125 Targets)
1980,Sweden,Silver,Moscow,Shooting,Shooting,"CARLSSON, Lars-Göran",Men,Skeet (125 Targets)
1980,,Bronze,Moscow,Shooting,Shooting,"DAMME, Jörg",Men,Trap (125 Targets)
1980,Italy,Gold,Moscow,Shooting,Shooting,"GIOVANNETTI, Luciano",Men,Trap (125 Targets)
1980,,Silver,Moscow,Shooting,Shooting,"YAMBULATOV, Rustam",Men,Trap (125 Targets)
1980,,Bronze,Moscow,Volleyball,Volleyball,"CATA-CHITIGA, Marius",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"CHIFU, Valter Corneliu",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"DUMANOIU, Laurentiu",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"ENESCU, Günther",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"GIRLEANU, Dan",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"MACAVEI, Sorin",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"MANOLE, Viorel",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"MINA, Florin",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"OROS, Corneliu",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"POP, Neculae Vasile",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"STEREA, Constantin",Men,Volleyball
1980,,Bronze,Moscow,Volleyball,Volleyball,"STOIAN, Nicu",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"CHERNYSHEV, Vladimir",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"DOROKHOV, Vladimir",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"ERMILOV, Aleksandr",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"KONDRA, Vladimir",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"KRIVOV, Valeri",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"LASHCHENOV, Fiodor",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"LOOR, Viliar",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"MOLIBOGA, Oleg",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"PANCHENKO, Yuri",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"SAVIN, Aleksandr",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"SELIVANOV, Pavel",Men,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"ZAITSEV, Viacheslav",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"ANGELOV, Yordan",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"DIMITROV, Dimitr",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"DIMITROV, Stefan",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"GUNCHEV, Stoian",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"ILIEV, Khristo",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"PETKOV, Petko",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"SIMEONOV, Kaspar",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"STOIANOV, Khristo",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"TODOROV, Mitko",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"TSANOV, Tsano",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"VALTCHEV, Emil",Men,Volleyball
1980,Bulgaria,Silver,Moscow,Volleyball,Volleyball,"ZLATANOV, Dimitr",Men,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"BORISOVA, Verka",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"BOZHURINA, Tsvetana",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"DIMITROVA, Rositsa",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"DIMITROVA, Tania",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"GEORGIEVA, Maia",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"GERASIMOVA, Margarita",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"GOGOVA, Tania",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"ILIEVA, Valentina",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"KAICHEVA, Rumiana",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"KHRISTOLOVA, Anka",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"PETRUNOVA, Silva",Women,Volleyball
1980,Bulgaria,Bronze,Moscow,Volleyball,Volleyball,"STANCHEVA, Galina",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"AKHAMINOVA, Elena",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"ANDREIUK, Elena",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"BADULINA, Svetlana",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"CHERNYSHOVA, Liudmila",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"KOZYREVA, Liubov",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"LOGINOVA, Lidia",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"MAKOGONOVA, Irina",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"NIKISHINA, Svetlana",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"PAVLOVA, Larisa",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"RADZEVICH, Nadezhda",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"RAZUMOVA, Natalia",Women,Volleyball
1980,,Gold,Moscow,Volleyball,Volleyball,"SOLOVOVA, Olga",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"BULLIN, Katharina",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"CZEKALLA, Barbara",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"FETZER, Brigitte",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"HEIM, Andrea",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"KOSTRZEWA, Ute",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"LEHMANN, Heike",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"MUMMHARDT, Christine",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"PUSCHEL, Karin",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"ROFFEIS, Karla",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"SCHMIDT, Martina",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"SCHULTZ, Annette",Women,Volleyball
1980,,Silver,Moscow,Volleyball,Volleyball,"WESTENDORF, Anke",Women,Volleyball
1980,"Korea, North",Bronze,Moscow,Weightlifting,Weightlifting,"HAN, Gyong Si",Men,"- 52KG, Total (Flyweight)"
1980,,Gold,Moscow,Weightlifting,Weightlifting,"OSMONALIEV, Kanybek",Men,"- 52KG, Total (Flyweight)"
1980,"Korea, North",Silver,Moscow,Weightlifting,Weightlifting,"HO, Bong Chol",Men,"- 52KG, Total (Flyweight)"
1980,Poland,Bronze,Moscow,Weightlifting,Weightlifting,"DEMBONCZYK, Tadeusz",Men,"- 56KG, Total (Bantamweight)"
1980,Cuba,Gold,Moscow,Weightlifting,Weightlifting,"NUNEZ AGUIAR, Daniel",Men,"- 56KG, Total (Bantamweight)"
1980,,Silver,Moscow,Weightlifting,Weightlifting,"SARKISIAN, Yurik",Men,"- 56KG, Total (Bantamweight)"
1980,Poland,Bronze,Moscow,Weightlifting,Weightlifting,"RUTKOWSKI, Tadeusz",Men,"+ 110KG, Total (Super Heavyweight)"
1980,,Gold,Moscow,Weightlifting,Weightlifting,"RAKHMANOV, Sultan",Men,"+ 110KG, Total (Super Heavyweight)"
1980,,Silver,Moscow,Weightlifting,Weightlifting,"HEUSER, Jürgen",Men,"+ 110KG, Total (Super Heavyweight)"
1980,Hungary,Bronze,Moscow,Weightlifting,Weightlifting,"SZALAI, György",Men,"100 - 110KG, Total (Heavyweight)"
1980,,Gold,Moscow,Weightlifting,Weightlifting,"TARANENKO, Leonid",Men,"100 - 110KG, Total (Heavyweight)"
1980,Bulgaria,Silver,Moscow,Weightlifting,Weightlifting,"CHRISTOV, Valentin",Men,"100 - 110KG, Total (Heavyweight)"
1980,Poland,Bronze,Moscow,Weightlifting,Weightlifting,"SEWERYN, Marek",Men,"56 - 60KG, Total (Featherweight)"
1980,,Gold,Moscow,Weightlifting,Weightlifting,"MAZIN, Viktor",Men,"56 - 60KG, Total (Featherweight)"
1980,Bulgaria,Silver,Moscow,Weightlifting,Weightlifting,"DIMITROV, Stefan",Men,"56 - 60KG, Total (Featherweight)"
1980,Bulgaria,Bronze,Moscow,Weightlifting,Weightlifting,"PASHEV, Mincho",Men,"60 - 67.5KG, Total (Lightweight)"
1980,Bulgaria,Gold,Moscow,Weightlifting,Weightlifting,"RUSEV, Yanko",Men,"60 - 67.5KG, Total (Lightweight)"
1980,,Silver,Moscow,Weightlifting,Weightlifting,"KUNZ, Joachim",Men,"60 - 67.5KG, Total (Lightweight)"
1980,Bulgaria,Bronze,Moscow,Weightlifting,Weightlifting,"KOLEV, Nedelcho",Men,"67.5 - 75KG, Total (Middleweight)"
1980,Bulgaria,Gold,Moscow,Weightlifting,Weightlifting,"ZLATEV, Asen",Men,"67.5 - 75KG, Total (Middleweight)"
1980,,Silver,Moscow,Weightlifting,Weightlifting,"PERVI, Aleksandr",Men,"67.5 - 75KG, Total (Middleweight)"
1980,,Bronze,Moscow,Weightlifting,Weightlifting,"POLIACIK, Dusan",Men,"75 - 82.5KG, Total (Light-Heavyweight)"
1980,,Gold,Moscow,Weightlifting,Weightlifting,"VARDANIAN, Yurik",Men,"75 - 82.5KG, Total (Light-Heavyweight)"
1980,Bulgaria,Silver,Moscow,Weightlifting,Weightlifting,"BLAGOEV, Blagoi",Men,"75 - 82.5KG, Total (Light-Heavyweight)"
1980,,Bronze,Moscow,Weightlifting,Weightlifting,"MANTEK, Frank",Men,"82.5 - 90KG, Total (Middle-Heavyweight)"
1980,Hungary,Gold,Moscow,Weightlifting,Weightlifting,"BACZAKO, Peter",Men,"82.5 - 90KG, Total (Middle-Heavyweight)"
1980,Bulgaria,Silver,Moscow,Weightlifting,Weightlifting,"ALEKSANDROV, Rumen",Men,"82.5 - 90KG, Total (Middle-Heavyweight)"
1980,Cuba,Bronze,Moscow,Weightlifting,Weightlifting,"BLANCO FERNANDEZ, Alberto",Men,"90 - 100KG, Total (First-Heavyweight)"
1980,,Gold,Moscow,Weightlifting,Weightlifting,"ZAREMBA, Ota",Men,"90 - 100KG, Total (First-Heavyweight)"
1980,,Silver,Moscow,Weightlifting,Weightlifting,"NIKITIN, Igor",Men,"90 - 100KG, Total (First-Heavyweight)"
1980,,Bronze,Moscow,Wrestling,Wrestling Free.,"KORNILAEV, Sergei",Men,- 48KG (Light-Flyweight)
1980,Italy,Gold,Moscow,Wrestling,Wrestling Free.,"POLLIO, Claudio",Men,- 48KG (Light-Flyweight)
1980,"Korea, North",Silver,Moscow,Wrestling,Wrestling Free.,"JANG, Se Hong",Men,- 48KG (Light-Flyweight)
1980,Poland,Bronze,Moscow,Wrestling,Wrestling Free.,"SANDURSKI, Adam",Men,+ 100KG (Super Heavyweight)
1980,,Gold,Moscow,Wrestling,Wrestling Free.,"ANDIEV, Soslan",Men,+ 100KG (Super Heavyweight)
1980,Hungary,Silver,Moscow,Wrestling,Wrestling Free.,"BALLA, Jozsef",Men,+ 100KG (Super Heavyweight)
1980,Bulgaria,Bronze,Moscow,Wrestling,Wrestling Free.,"SELIMOV, Nermedin",Men,48 - 52KG (Flyweight)
1980,,Gold,Moscow,Wrestling,Wrestling Free.,"BELOGLAZOV, Anatoli",Men,48 - 52KG (Flyweight)
1980,Poland,Silver,Moscow,Wrestling,Wrestling Free.,"STECYK, Wladyslaw",Men,48 - 52KG (Flyweight)
1980,Mongolia,Bronze,Moscow,Wrestling,Wrestling Free.,"OUINBOLD, Dugarsuren",Men,52 - 57KG (Bantamweight)
1980,,Gold,Moscow,Wrestling,Wrestling Free.,"BELOGLAZOV, Sergei",Men,52 - 57KG (Bantamweight)
1980,"Korea, North",Silver,Moscow,Wrestling,Wrestling Free.,"LI, Ho Pyong",Men,52 - 57KG (Bantamweight)
1980,Greece,Bronze,Moscow,Wrestling,Wrestling Free.,"HADJIIOANNIDIS, Georgios",Men,57 - 62KG (Featherweight)
1980,,Gold,Moscow,Wrestling,Wrestling Free.,"ABUSHEV, Magomedgasan",Men,57 - 62KG (Featherweight)
1980,Bulgaria,Silver,Moscow,Wrestling,Wrestling Free.,"DOUKOV, Mikho",Men,57 - 62KG (Featherweight)
1980,,Bronze,Moscow,Wrestling,Wrestling Free.,"SEJDI, Saban",Men,62 - 68KG (Lightweight)
1980,,Gold,Moscow,Wrestling,Wrestling Free.,"ABSAIDOV, Saipulla",Men,62 - 68KG (Lightweight)
1980,Bulgaria,Silver,Moscow,Wrestling,Wrestling Free.,"YANKOV, Ivan",Men,62 - 68KG (Lightweight)
1980,,Bronze,Moscow,Wrestling,Wrestling Free.,"KARABIN, Dan",Men,68 - 74KG (Welterweight)
1980,Bulgaria,Gold,Moscow,Wrestling,Wrestling Free.,"RAICHEV, Valentin",Men,68 - 74KG (Welterweight)
1980,Mongolia,Silver,Moscow,Wrestling,Wrestling Free.,"DAVAAJAV, Jamtsying",Men,68 - 74KG (Welterweight)
1980,Hungary,Bronze,Moscow,Wrestling,Wrestling Free.,"KOVACS, Istvan",Men,74 - 82KG (Middleweight)
1980,Bulgaria,Gold,Moscow,Wrestling,Wrestling Free.,"ABILOV, Ismail",Men,74 - 82KG (Middleweight)
1980,,Silver,Moscow,Wrestling,Wrestling Free.,"ARATSILOV, Magomedkhan",Men,74 - 82KG (Middleweight)
1980,Poland,Bronze,Moscow,Wrestling,Wrestling Free.,"CICHON, Aleksander",Men,82 - 90KG (Light-Heavyweight)
1980,,Gold,Moscow,Wrestling,Wrestling Free.,"OGANISIAN, Sanasar",Men,82 - 90KG (Light-Heavyweight)
1980,,Silver,Moscow,Wrestling,Wrestling Free.,"NEUPERT, Uwe",Men,82 - 90KG (Light-Heavyweight)
1980,,Bronze,Moscow,Wrestling,Wrestling Free.,"STRNISKO, Julius",Men,90 - 100KG (Heavyweight)
1980,,Gold,Moscow,Wrestling,Wrestling Free.,"MATE, Ilia",Men,90 - 100KG (Heavyweight)
1980,Bulgaria,Silver,Moscow,Wrestling,Wrestling Free.,"CHERVENKOV, Slavcho",Men,90 - 100KG (Heavyweight)
1980,Hungary,Bronze,Moscow,Wrestling,Wrestling Gre-R,"SERES, Ferenc",Men,- 48KG (Light-Flyweight)
1980,,Gold,Moscow,Wrestling,Wrestling Gre-R,"USHKEMPIROV, Zhaksylyk",Men,- 48KG (Light-Flyweight)
1980,,Silver,Moscow,Wrestling,Wrestling Gre-R,"ALEXANDRU, Constantin",Men,- 48KG (Light-Flyweight)
1980,Lebanon,Bronze,Moscow,Wrestling,Wrestling Gre-R,"BCHARA, Hassan",Men,+ 100KG (Super Heavyweight)
1980,,Gold,Moscow,Wrestling,Wrestling Gre-R,"KOLCHINSKY, Aleksandr",Men,+ 100KG (Super Heavyweight)
1980,Bulgaria,Silver,Moscow,Wrestling,Wrestling Gre-R,"TOMOV, Aleksandr",Men,+ 100KG (Super Heavyweight)
1980,Bulgaria,Bronze,Moscow,Wrestling,Wrestling Gre-R,"MLADENOV, Mladen",Men,48 - 52KG (Flyweight)
1980,,Gold,Moscow,Wrestling,Wrestling Gre-R,"BLAGIDZE, Vakhtang",Men,48 - 52KG (Flyweight)
1980,Hungary,Silver,Moscow,Wrestling,Wrestling Gre-R,"RACZ, Lajos",Men,48 - 52KG (Flyweight)
1980,Sweden,Bronze,Moscow,Wrestling,Wrestling Gre-R,"LJUNGBECK, Benni",Men,52 - 57KG (Bantamweight)
1980,,Gold,Moscow,Wrestling,Wrestling Gre-R,"SERIKOV, Shamil",Men,52 - 57KG (Bantamweight)
1980,Poland,Silver,Moscow,Wrestling,Wrestling Gre-R,"LIPIEN, Josef",Men,52 - 57KG (Bantamweight)
1980,,Bronze,Moscow,Wrestling,Wrestling Gre-R,"KRAMORENKO, Boris",Men,57 - 62KG (Featherweight)
1980,Greece,Gold,Moscow,Wrestling,Wrestling Gre-R,"MIGIAKIS, Stilianos",Men,57 - 62KG (Featherweight)
1980,Hungary,Silver,Moscow,Wrestling,Wrestling Gre-R,"TOTH, Istvan",Men,57 - 62KG (Featherweight)
1980,Sweden,Bronze,Moscow,Wrestling,Wrestling Gre-R,"SKIOLD, Lars-Erik",Men,62 - 68KG (Lightweight)
1980,,Gold,Moscow,Wrestling,Wrestling Gre-R,"RUSU, Stefan",Men,62 - 68KG (Lightweight)
1980,Poland,Silver,Moscow,Wrestling,Wrestling Gre-R,"SUPRON, Andrzej",Men,62 - 68KG (Lightweight)
1980,Finland,Bronze,Moscow,Wrestling,Wrestling Gre-R,"HUHTALA, Mikko",Men,68 - 74KG (Welterweight)
1980,Hungary,Gold,Moscow,Wrestling,Wrestling Gre-R,"KOCSIS, Ferenc",Men,68 - 74KG (Welterweight)
1980,,Silver,Moscow,Wrestling,Wrestling Gre-R,"BYKOV, Anatoli",Men,68 - 74KG (Welterweight)
1980,Bulgaria,Bronze,Moscow,Wrestling,Wrestling Gre-R,"PAVLOV, Pavel",Men,74 - 82KG (Middleweight)
1980,,Gold,Moscow,Wrestling,Wrestling Gre-R,"KORBAN, Gennadi",Men,74 - 82KG (Middleweight)
1980,Poland,Silver,Moscow,Wrestling,Wrestling Gre-R,"DOLGOWICZ, Jan",Men,74 - 82KG (Middleweight)
1980,,Bronze,Moscow,Wrestling,Wrestling Gre-R,"DICU, Petre",Men,82 - 90KG (Light-Heavyweight)
1980,Hungary,Gold,Moscow,Wrestling,Wrestling Gre-R,"NOTTNY, Norbert",Men,82 - 90KG (Light-Heavyweight)
1980,,Silver,Moscow,Wrestling,Wrestling Gre-R,"KANYGIN, Igor",Men,82 - 90KG (Light-Heavyweight)
1980,,Bronze,Moscow,Wrestling,Wrestling Gre-R,"ANDREI, Vasile",Men,90 - 100KG (Heavyweight)
1980,Bulgaria,Gold,Moscow,Wrestling,Wrestling Gre-R,"RAIKOV, Georgi",Men,90 - 100KG (Heavyweight)
1980,Poland,Silver,Moscow,Wrestling,Wrestling Gre-R,"BIERLA, Roman",Men,90 - 100KG (Heavyweight)
1984,China,Bronze,Los Angeles,Aquatics,Diving,"LI, Kong-Zheng",Men,10M Platform
1984,United States,Gold,Los Angeles,Aquatics,Diving,"LOUGANIS, Gregory",Men,10M Platform
1984,United States,Silver,Los Angeles,Aquatics,Diving,"KIMBALL, Bruce D.",Men,10M Platform
1984,United States,Bronze,Los Angeles,Aquatics,Diving,"WYLAND-WILLIAMS, Wendy Lian",Women,10M Platform
1984,China,Gold,Los Angeles,Aquatics,Diving,"ZHOU, Ji-Hong",Women,10M Platform
1984,United States,Silver,Los Angeles,Aquatics,Diving,"MITCHELL, Michele",Women,10M Platform
1984,United States,Bronze,Los Angeles,Aquatics,Diving,"MERRIOTT, Ronald Marshall",Men,3M Springboard
1984,United States,Gold,Los Angeles,Aquatics,Diving,"LOUGANIS, Gregory",Men,3M Springboard
1984,China,Silver,Los Angeles,Aquatics,Diving,"TAN, Liang-De",Men,3M Springboard
1984,United States,Bronze,Los Angeles,Aquatics,Diving,"SEUFERT, Christina",Women,3M Springboard
1984,Canada,Gold,Los Angeles,Aquatics,Diving,"BERNIER, Sylvie",Women,3M Springboard
1984,United States,Silver,Los Angeles,Aquatics,Diving,"MCCORMICK, Kelly Anne",Women,3M Springboard
1984,Canada,Bronze,Los Angeles,Aquatics,Swimming,"WEST, Michael",Men,100M Backstroke
1984,United States,Gold,Los Angeles,Aquatics,Swimming,"CAREY, Richard John",Men,100M Backstroke
1984,United States,Silver,Los Angeles,Aquatics,Swimming,"WILSON, David Dennis",Men,100M Backstroke
1984,Netherlands,Bronze,Los Angeles,Aquatics,Swimming,"DE ROVER, Jolanda",Women,100M Backstroke
