Year,Country,Medal,City,Sport,Discipline,Athlete,Gender,Event
1956,Sweden,Silver,Melbourne / Stockholm,Gymnastics,Artistic G.,"COLLING-PETTERSSON, Ann-Sofi",Women,"Team, Portable Apparatus"
1956,Sweden,Silver,Melbourne / Stockholm,Gymnastics,Artistic G.,"HEDBERG, Doris",Women,"Team, Portable Apparatus"
1956,Sweden,Silver,Melbourne / Stockholm,Gymnastics,Artistic G.,"KARLEN, Maude",Women,"Team, Portable Apparatus"
1956,Sweden,Silver,Melbourne / Stockholm,Gymnastics,Artistic G.,"LINDBERG, Karin",Women,"Team, Portable Apparatus"
1956,Sweden,Silver,Melbourne / Stockholm,Gymnastics,Artistic G.,"RÖNSTRÖM, Eva",Women,"Team, Portable Apparatus"
1956,,Bronze,Melbourne / Stockholm,Gymnastics,Artistic G.,"MURATOVA, Sofiya",Women,Uneven Bars
1956,Hungary,Gold,Melbourne / Stockholm,Gymnastics,Artistic G.,"KELETI, Agnes",Women,Uneven Bars
1956,,Silver,Melbourne / Stockholm,Gymnastics,Artistic G.,"LATYNINA, Larisa",Women,Uneven Bars
1956,,Bronze,Melbourne / Stockholm,Gymnastics,Artistic G.,"TITOV, Yuri",Men,Vault
1956,,Gold,Melbourne / Stockholm,Gymnastics,Artistic G.,"BANTZ, Helmut",Men,Vault
1956,,Gold,Melbourne / Stockholm,Gymnastics,Artistic G.,"MURATOV, Valentin",Men,Vault
1956,Sweden,Bronze,Melbourne / Stockholm,Gymnastics,Artistic G.,"COLLING-PETTERSSON, Ann-Sofi",Women,Vault
1956,Hungary,Bronze,Melbourne / Stockholm,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",Women,Vault
1956,,Gold,Melbourne / Stockholm,Gymnastics,Artistic G.,"LATYNINA, Larisa",Women,Vault
1956,,Silver,Melbourne / Stockholm,Gymnastics,Artistic G.,"MANINA, Tamara",Women,Vault
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"BRENNECKE, Gunter",Men,Hockey
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"BUDINGER, Hugo",Men,Hockey
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"DELMES, Werner",Men,Hockey
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"DOLLHEISER, Hugo",Men,Hockey
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"FERSTL, Eberhard",Men,Hockey
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"LÜCKER, Alfred",Men,Hockey
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"NONN, Helmut",Men,Hockey
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"NONN, Wolfgang",Men,Hockey
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"RADZIKOWSKI, Heinz",Men,Hockey
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"ROSENBAUM, Werner",Men,Hockey
1956,,Bronze,Melbourne / Stockholm,Hockey,Hockey,"ULLERICH, Gunther",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"CLAUDIUS, Leslie Walter",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"FRANCIS, Ranganandhan",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"KAUSHIK, Hari Pal",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"KUMAR, Amir Chand",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"LAL SHARMA, Raghbir",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"LAXMAN, Shankar",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"PERUMAL, Govind",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"SINGH BAKSHI, Amit",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"SINGH BHOLA, Raghbir",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"SINGH DOSANJH, Balbir",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"SINGH GARCHEY, Hardyal",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"SINGH GENTLE, Randhir",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"SINGH GREWAL, Balkishan",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"SINGH KULLAR, Gurdev",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"SINGH KULLAR, Udham",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"SINGH, Bakshish",Men,Hockey
1956,India,Gold,Melbourne / Stockholm,Hockey,Hockey,"STEPHEN, Charles",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"ABDUL, Hamid",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"AHKTAR, Hussain",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"DAR, Munir Ahmad",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"GHULAM, Rasul",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"HABIB, Ur Rehman",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"KHAN, Anwar Ahmad",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"KIDDI, Habib Ali",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"LATIF, Ur Rehman",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"MANZOOR, Hussain Atif",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"MUSSARAT, Hussain",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"MUTTI, Ullah",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"NASIR, Ahmad",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"NOOR, Alam",Men,Hockey
1956,Pakistan,Silver,Melbourne / Stockholm,Hockey,Hockey,"ZAKIR, Hussain",Men,Hockey
1956,Finland,Bronze,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"KORHONEN, Väinö Kalevi",Men,Individual Competition
1956,Sweden,Gold,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"HALL, Lars",Men,Individual Competition
1956,Finland,Silver,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"MANNONEN, Olavi Aleksanteri",Men,Individual Competition
1956,Finland,Bronze,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"KATTER, Berndt Leopold",Men,Team Competition
1956,Finland,Bronze,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"KORHONEN, Väinö Kalevi",Men,Team Competition
1956,Finland,Bronze,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"MANNONEN, Olavi Aleksanteri",Men,Team Competition
1956,,Gold,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"DERYUGIN, Ivan",Men,Team Competition
1956,,Gold,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"NOVIKOV, Igor",Men,Team Competition
1956,,Gold,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"TARASOV, Aleksandr",Men,Team Competition
1956,United States,Silver,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"ANDRE, William Jules",Men,Team Competition
1956,United States,Silver,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"DANIELS, Jack Tupper",Men,Team Competition
1956,United States,Silver,Melbourne / Stockholm,Modern Pentathlon,Modern Pentath.,"LAMBERT, George Howard Jr.",Men,Team Competition
1956,Austria,Bronze,Melbourne / Stockholm,Rowing,Rowing,"KLOIMSTEIN, Josef",Men,Coxless Pair (2-)
1956,Austria,Bronze,Melbourne / Stockholm,Rowing,Rowing,"SAGEDER, Alfred",Men,Coxless Pair (2-)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"FIFER, James Thomas",Men,Coxless Pair (2-)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"HECHT, Duvall Young",Men,Coxless Pair (2-)
1956,,Silver,Melbourne / Stockholm,Rowing,Rowing,"BULDAKOV, Igor",Men,Coxless Pair (2-)
1956,,Silver,Melbourne / Stockholm,Rowing,Rowing,"IVANOV, Viktor",Men,Coxless Pair (2-)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"RILEY, Murray Stewart",Men,Double Sculls (2X)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"WOOD, Merwyn Thomas",Men,Double Sculls (2X)
1956,,Gold,Melbourne / Stockholm,Rowing,Rowing,"BERKUTOV, Aleksandr",Men,Double Sculls (2X)
1956,,Gold,Melbourne / Stockholm,Rowing,Rowing,"TYUKALOV, Yuri",Men,Double Sculls (2X)
1956,United States,Silver,Melbourne / Stockholm,Rowing,Rowing,"COSTELLO, Bernard Patrick Jr.",Men,Double Sculls (2X)
1956,United States,Silver,Melbourne / Stockholm,Rowing,Rowing,"GARDINER, James Arthur",Men,Double Sculls (2X)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"AIKMAN, Michael Hirst",Men,Eight With Coxswain (8+)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"BENFIELD, Angus Fred",Men,Eight With Coxswain (8+)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"BOYKETT, David Herbert",Men,Eight With Coxswain (8+)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"DOYLE, Brian John",Men,Eight With Coxswain (8+)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"HEWITT, Harold Neil",Men,Eight With Coxswain (8+)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"HOWDEN, James Guthrie",Men,Eight With Coxswain (8+)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"HOWELL, Walter Neville",Men,Eight With Coxswain (8+)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"MANTON, Garth O.V.",Men,Eight With Coxswain (8+)
1956,Australia,Bronze,Melbourne / Stockholm,Rowing,Rowing,"MONGER, Adrian Calero",Men,Eight With Coxswain (8+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"BECKLEAN, William Russell",Men,Eight With Coxswain (8+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"BEER, Donald Andrew E.",Men,Eight With Coxswain (8+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"CHARLTON, Thomas Jackson Jr.",Men,Eight With Coxswain (8+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"COOKE, John Patrick",Men,Eight With Coxswain (8+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"ESSELSTYN, Caldwell Blackman",Men,Eight With Coxswain (8+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"GRIMES, Charles Livingston",Men,Eight With Coxswain (8+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"MOREY, Robert Willis Jr.",Men,Eight With Coxswain (8+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"WAILES, Richard Donald",Men,Eight With Coxswain (8+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"WIGHT, David Henry",Men,Eight With Coxswain (8+)
1956,Canada,Silver,Melbourne / Stockholm,Rowing,Rowing,"HELLIWELL, David Leedom",Men,Eight With Coxswain (8+)
1956,Canada,Silver,Melbourne / Stockholm,Rowing,Rowing,"KUEBER, Philip Thomas",Men,Eight With Coxswain (8+)
1956,Canada,Silver,Melbourne / Stockholm,Rowing,Rowing,"MCCLURE, Richard Neil",Men,Eight With Coxswain (8+)
1956,Canada,Silver,Melbourne / Stockholm,Rowing,Rowing,"MCDONALD, Douglas John",Men,Eight With Coxswain (8+)
1956,Canada,Silver,Melbourne / Stockholm,Rowing,Rowing,"MCKERLICH, William Arthur M.",Men,Eight With Coxswain (8+)
1956,Canada,Silver,Melbourne / Stockholm,Rowing,Rowing,"OGAWA, Carlton Susumi",Men,Eight With Coxswain (8+)
1956,Canada,Silver,Melbourne / Stockholm,Rowing,Rowing,"PRETTY, Donald Wayne",Men,Eight With Coxswain (8+)
1956,Canada,Silver,Melbourne / Stockholm,Rowing,Rowing,"WEST, Lawrence Kingsley",Men,Eight With Coxswain (8+)
1956,Canada,Silver,Melbourne / Stockholm,Rowing,Rowing,"WILSON, Robert Andrew",Men,Eight With Coxswain (8+)
1956,France,Bronze,Melbourne / Stockholm,Rowing,Rowing,"DELACOUR, Yves",Men,Four Without Coxswain (4-)
1956,France,Bronze,Melbourne / Stockholm,Rowing,Rowing,"GUILLABERT, Guy",Men,Four Without Coxswain (4-)
1956,France,Bronze,Melbourne / Stockholm,Rowing,Rowing,"GUISSART, Rene Jacques",Men,Four Without Coxswain (4-)
1956,France,Bronze,Melbourne / Stockholm,Rowing,Rowing,"MERCIER, Gaston Antoine",Men,Four Without Coxswain (4-)
1956,Canada,Gold,Melbourne / Stockholm,Rowing,Rowing,"ARNOLD, Donald John",Men,Four Without Coxswain (4-)
1956,Canada,Gold,Melbourne / Stockholm,Rowing,Rowing,"D'HONDT, Ignace Walter",Men,Four Without Coxswain (4-)
1956,Canada,Gold,Melbourne / Stockholm,Rowing,Rowing,"LOOMER, Lorne Kenneth",Men,Four Without Coxswain (4-)
1956,Canada,Gold,Melbourne / Stockholm,Rowing,Rowing,"MCKINNON, Archibald",Men,Four Without Coxswain (4-)
1956,United States,Silver,Melbourne / Stockholm,Rowing,Rowing,"MCINTOSH, James Stewart",Men,Four Without Coxswain (4-)
1956,United States,Silver,Melbourne / Stockholm,Rowing,Rowing,"MCKINLEY, Arthur Frank",Men,Four Without Coxswain (4-)
1956,United States,Silver,Melbourne / Stockholm,Rowing,Rowing,"MCKINLEY, John Dickinson",Men,Four Without Coxswain (4-)
1956,United States,Silver,Melbourne / Stockholm,Rowing,Rowing,"WELCHLI, John Richard",Men,Four Without Coxswain (4-)
1956,Finland,Bronze,Melbourne / Stockholm,Rowing,Rowing,"HÄNNINEN, Kauko Antero",Men,Four-Oared Shell With Coxswain (4-)
1956,Finland,Bronze,Melbourne / Stockholm,Rowing,Rowing,"LEHTELÄ, Veli Veikko",Men,Four-Oared Shell With Coxswain (4-)
1956,Finland,Bronze,Melbourne / Stockholm,Rowing,Rowing,"NIEMI, Matti Juhani",Men,Four-Oared Shell With Coxswain (4-)
1956,Finland,Bronze,Melbourne / Stockholm,Rowing,Rowing,"PITKÄNEN, Toimi Johannes",Men,Four-Oared Shell With Coxswain (4-)
1956,Finland,Bronze,Melbourne / Stockholm,Rowing,Rowing,"POUTANEN, Reino Richard",Men,Four-Oared Shell With Coxswain (4-)
1956,Italy,Gold,Melbourne / Stockholm,Rowing,Rowing,"SGHEIZ, Romano",Men,Four-Oared Shell With Coxswain (4-)
1956,Italy,Gold,Melbourne / Stockholm,Rowing,Rowing,"STEFANONI, Ivo",Men,Four-Oared Shell With Coxswain (4-)
1956,Italy,Gold,Melbourne / Stockholm,Rowing,Rowing,"TRINCAVELLI, Franco",Men,Four-Oared Shell With Coxswain (4-)
1956,Italy,Gold,Melbourne / Stockholm,Rowing,Rowing,"VANZIN, Angelo",Men,Four-Oared Shell With Coxswain (4-)
1956,Italy,Gold,Melbourne / Stockholm,Rowing,Rowing,"WINKLER, Alberto",Men,Four-Oared Shell With Coxswain (4-)
1956,Sweden,Silver,Melbourne / Stockholm,Rowing,Rowing,"ARONSSON, Ivar",Men,Four-Oared Shell With Coxswain (4-)
1956,Sweden,Silver,Melbourne / Stockholm,Rowing,Rowing,"ERIKSSON, Gösta",Men,Four-Oared Shell With Coxswain (4-)
1956,Sweden,Silver,Melbourne / Stockholm,Rowing,Rowing,"GÖRANSSON, Bertil",Men,Four-Oared Shell With Coxswain (4-)
1956,Sweden,Silver,Melbourne / Stockholm,Rowing,Rowing,"GUNNARSSON, Evert",Men,Four-Oared Shell With Coxswain (4-)
1956,Sweden,Silver,Melbourne / Stockholm,Rowing,Rowing,"LARSSON, Olle",Men,Four-Oared Shell With Coxswain (4-)
1956,,Bronze,Melbourne / Stockholm,Rowing,Rowing,"EMCHUK, Igor",Men,Pair-Oared Shell With Coxswain (2+)
1956,,Bronze,Melbourne / Stockholm,Rowing,Rowing,"PETROV, Vladimir",Men,Pair-Oared Shell With Coxswain (2+)
1956,,Bronze,Melbourne / Stockholm,Rowing,Rowing,"ZHILIN, Georgi",Men,Pair-Oared Shell With Coxswain (2+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"AYRAULT, Arthur Delancey Jr.",Men,Pair-Oared Shell With Coxswain (2+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"FINDLAY, Conrad Francis",Men,Pair-Oared Shell With Coxswain (2+)
1956,United States,Gold,Melbourne / Stockholm,Rowing,Rowing,"SEIFFERT, Armin Kurt",Men,Pair-Oared Shell With Coxswain (2+)
1956,,Silver,Melbourne / Stockholm,Rowing,Rowing,"ARNDT, Horst",Men,Pair-Oared Shell With Coxswain (2+)
1956,,Silver,Melbourne / Stockholm,Rowing,Rowing,"BORKOWSKY, Rainer",Men,Pair-Oared Shell With Coxswain (2+)
1956,,Silver,Melbourne / Stockholm,Rowing,Rowing,"VON GRODDECK, Karl-Heinrich",Men,Pair-Oared Shell With Coxswain (2+)
1956,United States,Bronze,Melbourne / Stockholm,Rowing,Rowing,"KELLY, John Brenden Jr.",Men,Single Sculls (1X)
1956,,Gold,Melbourne / Stockholm,Rowing,Rowing,"IVANOV, Vyacheslav",Men,Single Sculls (1X)
1956,Australia,Silver,Melbourne / Stockholm,Rowing,Rowing,"MACKENZIE, Stuart A.",Men,Single Sculls (1X)
1956,Australia,Bronze,Melbourne / Stockholm,Sailing,Sailing,"BUXTON, Douglas Raymond",Men,5.5M
1956,Australia,Bronze,Melbourne / Stockholm,Sailing,Sailing,"MYTTON, Devereaux R.",Men,5.5M
1956,Australia,Bronze,Melbourne / Stockholm,Sailing,Sailing,"STURROCK, Alexander Stuart",Men,5.5M
1956,Sweden,Gold,Melbourne / Stockholm,Sailing,Sailing,"KARLSSON, Hjalmar",Men,5.5M
1956,Sweden,Gold,Melbourne / Stockholm,Sailing,Sailing,"STORK, Sture",Men,5.5M
1956,Sweden,Gold,Melbourne / Stockholm,Sailing,Sailing,"THÖRN, Lars",Men,5.5M
1956,United Kingdom,Silver,Melbourne / Stockholm,Sailing,Sailing,"BOWKER, David Graham",Men,5.5M
1956,United Kingdom,Silver,Melbourne / Stockholm,Sailing,Sailing,"DILLON, John Desmond",Men,5.5M
1956,United Kingdom,Silver,Melbourne / Stockholm,Sailing,Sailing,"KENNEDY-COCHRAN-PATRICK, Neil Aylmer",Men,5.5M
1956,United Kingdom,Silver,Melbourne / Stockholm,Sailing,Sailing,"PERRY, Robert Stanley Gr.",Men,5.5M
1956,United Kingdom,Bronze,Melbourne / Stockholm,Sailing,Sailing,"BACKUS, Ronald",Men,Dragon
1956,United Kingdom,Bronze,Melbourne / Stockholm,Sailing,Sailing,"JANSON, Jonathan",Men,Dragon
1956,United Kingdom,Bronze,Melbourne / Stockholm,Sailing,Sailing,"MANN, Graham Hargrave",Men,Dragon
1956,Sweden,Gold,Melbourne / Stockholm,Sailing,Sailing,"BOHLIN, Folke",Men,Dragon
1956,Sweden,Gold,Melbourne / Stockholm,Sailing,Sailing,"PALMQUIST, Bengt",Men,Dragon
1956,Sweden,Gold,Melbourne / Stockholm,Sailing,Sailing,"WIKSTRÖM, Leif",Men,Dragon
1956,Denmark,Silver,Melbourne / Stockholm,Sailing,Sailing,"ANDRESEN, Cyril Romain",Men,Dragon
1956,Denmark,Silver,Melbourne / Stockholm,Sailing,Sailing,"BERNTSEN, Ole Valdemar Henrik",Men,Dragon
1956,Denmark,Silver,Melbourne / Stockholm,Sailing,Sailing,"VON BÜLOW, Christian Robert",Men,Dragon
1956,United Kingdom,Bronze,Melbourne / Stockholm,Sailing,Sailing,"BLACKALL, Jasper Roy",Men,Sharpie 12M2
1956,United Kingdom,Bronze,Melbourne / Stockholm,Sailing,Sailing,"SMITH, Terence James George",Men,Sharpie 12M2
1956,New Zealand,Gold,Melbourne / Stockholm,Sailing,Sailing,"CROPP, John Urquhart",Men,Sharpie 12M2
1956,New Zealand,Gold,Melbourne / Stockholm,Sailing,Sailing,"MANDER, Peter Garth",Men,Sharpie 12M2
1956,Australia,Silver,Melbourne / Stockholm,Sailing,Sailing,"SCOTT, John Malcolm",Men,Sharpie 12M2
1956,Australia,Silver,Melbourne / Stockholm,Sailing,Sailing,"TASKER, Rolland Leslie",Men,Sharpie 12M2
1956,United States,Bronze,Melbourne / Stockholm,Sailing,Sailing,"MARVIN, John",Men,Single-Handed Dinghy (Finn)
1956,Denmark,Gold,Melbourne / Stockholm,Sailing,Sailing,"ELVSTROM, Paul",Men,Single-Handed Dinghy (Finn)
1956,Belgium,Silver,Melbourne / Stockholm,Sailing,Sailing,"NELIS, Andre",Men,Single-Handed Dinghy (Finn)
1956,Bahamas,Bronze,Melbourne / Stockholm,Sailing,Sailing,"FARRINGTON, Sloane Elmo",Men,Two-Person Keelboat Open (Star)
1956,Bahamas,Bronze,Melbourne / Stockholm,Sailing,Sailing,"KNOWLES, Durward Randolph",Men,Two-Person Keelboat Open (Star)
1956,United States,Gold,Melbourne / Stockholm,Sailing,Sailing,"LOW, Lawrence Edgar",Men,Two-Person Keelboat Open (Star)
1956,United States,Gold,Melbourne / Stockholm,Sailing,Sailing,"WILLIAMS, Herbert Philip",Men,Two-Person Keelboat Open (Star)
1956,Italy,Silver,Melbourne / Stockholm,Sailing,Sailing,"RODE, Nicolo",Men,Two-Person Keelboat Open (Star)
1956,Italy,Silver,Melbourne / Stockholm,Sailing,Sailing,"STRAULINO, Agostino",Men,Two-Person Keelboat Open (Star)
1956,,Bronze,Melbourne / Stockholm,Shooting,Shooting,"SEVRYUGIN, Vladimir",Men,"100M Running Deer, Single/Double Shots"
1956,,Gold,Melbourne / Stockholm,Shooting,Shooting,"ROMANENKO, Vitali",Men,"100M Running Deer, Single/Double Shots"
1956,Sweden,Silver,Melbourne / Stockholm,Shooting,Shooting,"SKÖLDBERG, Olof",Men,"100M Running Deer, Single/Double Shots"
1956,,Bronze,Melbourne / Stockholm,Shooting,Shooting,"LICHIARDOPOL, Gheorghe",Men,25M Rapid Fire Pistol (60 Shots)
1956,,Gold,Melbourne / Stockholm,Shooting,Shooting,"PETRESCU, Stefan",Men,25M Rapid Fire Pistol (60 Shots)
1956,,Silver,Melbourne / Stockholm,Shooting,Shooting,"CHERKASOV, Yevgeni",Men,25M Rapid Fire Pistol (60 Shots)
1956,Finland,Bronze,Melbourne / Stockholm,Shooting,Shooting,"YLÖNEN, Vilho Ilmari",Men,300M Free Rifle 3 Positions (3X40 Shots)
1956,,Gold,Melbourne / Stockholm,Shooting,Shooting,"BORISOV, Vasili",Men,300M Free Rifle 3 Positions (3X40 Shots)
1956,,Silver,Melbourne / Stockholm,Shooting,Shooting,"ERDMAN, Allan",Men,300M Free Rifle 3 Positions (3X40 Shots)
1956,United States,Bronze,Melbourne / Stockholm,Shooting,Shooting,"PINION, Offutt",Men,50M Pistol (60 Shots)
1956,Finland,Gold,Melbourne / Stockholm,Shooting,Shooting,"LINNOSVUO, Pentti Tapio Akseli",Men,50M Pistol (60 Shots)
1956,,Silver,Melbourne / Stockholm,Shooting,Shooting,"UMAROV, Makhmud",Men,50M Pistol (60 Shots)
1956,Sweden,Bronze,Melbourne / Stockholm,Shooting,Shooting,"SUNDBERG, Johan (John)",Men,50M Rifle 3 Positions (3X40 Shots)
1956,,Gold,Melbourne / Stockholm,Shooting,Shooting,"BOGDANOV, Anatoli",Men,50M Rifle 3 Positions (3X40 Shots)
1956,,Silver,Melbourne / Stockholm,Shooting,Shooting,"HORINEK, Otakar",Men,50M Rifle 3 Positions (3X40 Shots)
1956,Canada,Bronze,Melbourne / Stockholm,Shooting,Shooting,"BOA, Gilmore Stuart",Men,50M Rifle Prone (60 Shots)
1956,Canada,Gold,Melbourne / Stockholm,Shooting,Shooting,"OUELLETTE, Gerald Raymond",Men,50M Rifle Prone (60 Shots)
1956,,Silver,Melbourne / Stockholm,Shooting,Shooting,"BORISOV, Vasili",Men,50M Rifle Prone (60 Shots)
1956,Italy,Bronze,Melbourne / Stockholm,Shooting,Shooting,"CICERI, Alessandro",Men,Trap (125 Targets)
1956,Italy,Gold,Melbourne / Stockholm,Shooting,Shooting,"ROSSINI, Galliano",Men,Trap (125 Targets)
1956,Poland,Silver,Melbourne / Stockholm,Shooting,Shooting,"SMELCZYNSKI, Adam",Men,Trap (125 Targets)
1956,Iran,Bronze,Melbourne / Stockholm,Weightlifting,Weightlifting,"NAMDJOU, Mahmoud",Men,"- 56KG, Total (Bantamweight)"
1956,United States,Gold,Melbourne / Stockholm,Weightlifting,Weightlifting,"VINCI, Charles Thomas Jr.",Men,"- 56KG, Total (Bantamweight)"
1956,,Silver,Melbourne / Stockholm,Weightlifting,Weightlifting,"STOGOV, Vladimir",Men,"- 56KG, Total (Bantamweight)"
1956,Italy,Bronze,Melbourne / Stockholm,Weightlifting,Weightlifting,"PIGAIANI, Alberto",Men,"+ 90KG, Total (Heavyweight)"
1956,United States,Gold,Melbourne / Stockholm,Weightlifting,Weightlifting,"ANDERSON, Paul Edward",Men,"+ 90KG, Total (Heavyweight)"
1956,Argentina,Silver,Melbourne / Stockholm,Weightlifting,Weightlifting,"SELVETTI, Humberto",Men,"+ 90KG, Total (Heavyweight)"
1956,Poland,Bronze,Melbourne / Stockholm,Weightlifting,Weightlifting,"ZIELINSKI, Marian",Men,"56 - 60KG, Total (Featherweight)"
1956,United States,Gold,Melbourne / Stockholm,Weightlifting,Weightlifting,"BERGER, Isaac",Men,"56 - 60KG, Total (Featherweight)"
1956,,Silver,Melbourne / Stockholm,Weightlifting,Weightlifting,"MINAEV, Yevgeni",Men,"56 - 60KG, Total (Featherweight)"
1956,"Korea, South",Bronze,Melbourne / Stockholm,Weightlifting,Weightlifting,"KIM, Chang-Hee",Men,"60 - 67.5KG, Total (Lightweight)"
1956,,Gold,Melbourne / Stockholm,Weightlifting,Weightlifting,"RYBAK, Igor",Men,"60 - 67.5KG, Total (Lightweight)"
1956,,Silver,Melbourne / Stockholm,Weightlifting,Weightlifting,"KHABUTDINOV, Ravil",Men,"60 - 67.5KG, Total (Lightweight)"
1956,Italy,Bronze,Melbourne / Stockholm,Weightlifting,Weightlifting,"PIGNATTI, Ermanno",Men,"67.5 - 75KG, Total (Middleweight)"
1956,,Gold,Melbourne / Stockholm,Weightlifting,Weightlifting,"BOGDANOVSKY, Fedor",Men,"67.5 - 75KG, Total (Middleweight)"
1956,United States,Silver,Melbourne / Stockholm,Weightlifting,Weightlifting,"GEORGE, Peter T.",Men,"67.5 - 75KG, Total (Middleweight)"
1956,United States,Bronze,Melbourne / Stockholm,Weightlifting,Weightlifting,"GEORGE, James D.",Men,"75 - 82.5KG, Total (Light-Heavyweight)"
1956,United States,Gold,Melbourne / Stockholm,Weightlifting,Weightlifting,"KONO, Thomas Tamio",Men,"75 - 82.5KG, Total (Light-Heavyweight)"
