Year,Country,Medal,City,Sport,Discipline,Athlete
1912,Norway,Bronze,Stockholm,Gymnastics,Artistic G.,"JENSEN, Erling"
1912,Norway,Bronze,Stockholm,Gymnastics,Artistic G.,"JENSEN, Thor"
1912,Norway,Bronze,Stockholm,Gymnastics,Artistic G.,"OLSEN, Fritjof"
1912,Norway,Bronze,Stockholm,Gymnastics,Artistic G.,"OLSTAD, Oscar"
1912,Norway,Bronze,Stockholm,Gymnastics,Artistic G.,"PAULSEN, Edvin"
1912,Norway,Bronze,Stockholm,Gymnastics,Artistic G.,"PEDERSEN, Carl Alfred"
1912,Norway,Bronze,Stockholm,Gymnastics,Artistic G.,"PEDERSEN, Paul"
1912,Norway,Bronze,Stockholm,Gymnastics,Artistic G.,"ROBACK, Rolf"
1912,Norway,Bronze,Stockholm,Gymnastics,Artistic G.,"SMEBYE, Sigurd"
1912,Norway,Bronze,Stockholm,Gymnastics,Artistic G.,"THORKILDSEN, Thorleif"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"BERTILSSON, Per Daniel"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"CARLBERG, Carl-Ehrenfried"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"GRANFELDT, Nils Daniel"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"HARTZELL, Curt"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"HOLMBERG, Osvald"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"HYLLANDER, Anders"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"JANSE, Axel Johan"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"KULLBERG, Anders Boo"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"LANDBERG, Sven"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"NILSSON, Per Einar"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"NORELIUS, Bengt Rudolf"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"NORLING, Axel"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"NORLING, Lars Daniel"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"ROSEN, Sven"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"SILFVERSKIÖLD, Nils"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"SILFVERSTRAND, Carl"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"SÖRENSON, John Emil"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"STIERNSPETZ, Yngve"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"SVENSSON, Carl-Erik"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"SVENSSON, Karl Johan"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"TORELL, Knut E."
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"WENNERHOLM, O. Edward"
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"WERSÄLL, Claës A."
1912,Sweden,Gold,Stockholm,Gymnastics,Artistic G.,"WIMAN, David"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"CHRISTENSEN, Sören Peter"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"ERIKSEN, Ingvald"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"FALCHE, George"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"GARP, Torkild"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"HANSEN, G. Rasmus E."
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"HANSEN, Hans Trier"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"HANSEN, Johannes"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"JENSEN, Jens Kristian"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"JENSEN, Sören Alfred"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"JENSEN, Valdemar"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"KIRK, Karl"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"KIRKEGAARD, Jens"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"KJEMS, Olaf Nielsen"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"LARSEN, Carl Otto Lauritz"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"LAURSEN, Jens Peter Martinus"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"LEFEVRE, Marius Ludvig"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"MARK, Poul Sörensen"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"OLSEN, Ejnar"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"PEDERSEN, Hans"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"PEDERSEN, Hans Ejler"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"PEDERSEN, Olaf"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"PEDERSEN, Peder Larsen"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"SÖRENSEN, Aksel"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"THAU, Martin Hansen"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"THORBORG, Sören Frederik"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"VADGAARD, Kristen Möller"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"VILLEMOES, Peder"
1912,Denmark,Silver,Stockholm,Gymnastics,Artistic G.,"VINTHER, Johannes Larsen"
1912,Sweden,Bronze,Stockholm,Modern Pentathlon,Modern Pentath.,"DE LAVAL, Georg"
1912,Sweden,Gold,Stockholm,Modern Pentathlon,Modern Pentath.,"LILLIEHOOK, Gosta"
1912,Sweden,Silver,Stockholm,Modern Pentathlon,Modern Pentath.,"ASBRINK, Gosta"
1912,Norway,Bronze,Stockholm,Rowing,Rowing,"BJÖRNSTAD, Olaf"
1912,Norway,Bronze,Stockholm,Rowing,Rowing,"HERSETH, Magnus"
1912,Norway,Bronze,Stockholm,Rowing,Rowing,"HOLTER, Reidar Durie"
1912,Norway,Bronze,Stockholm,Rowing,Rowing,"HÖYER, Claus"
1912,Norway,Bronze,Stockholm,Rowing,Rowing,"OLSTAD, Frithiof"
1912,Denmark,Gold,Stockholm,Rowing,Rowing,"ALLERT, Ejlert Arild Emil"
1912,Denmark,Gold,Stockholm,Rowing,Rowing,"HANSEN, Jörgen Christian"
1912,Denmark,Gold,Stockholm,Rowing,Rowing,"HARTMAN, Poul Richard"
1912,Denmark,Gold,Stockholm,Rowing,Rowing,"MÖLLER, Carl Martin August"
1912,Denmark,Gold,Stockholm,Rowing,Rowing,"PETERSEN, Carl Frederik"
1912,Sweden,Silver,Stockholm,Rowing,Rowing,"BRUHN-MÖLLER, William"
1912,Sweden,Silver,Stockholm,Rowing,Rowing,"BRUNKMAN, Conrad"
1912,Sweden,Silver,Stockholm,Rowing,Rowing,"DAHLBÄCK, Herman"
1912,Sweden,Silver,Stockholm,Rowing,Rowing,"ROSVALL, Ture"
1912,Sweden,Silver,Stockholm,Rowing,Rowing,"WILKENS, Wilhelm"
1912,Germany,Bronze,Stockholm,Rowing,Rowing,"BARTHOLOMAE, Fritz"
1912,Germany,Bronze,Stockholm,Rowing,Rowing,"BARTHOLOMAE, Willi"
1912,Germany,Bronze,Stockholm,Rowing,Rowing,"BROESKE, Max"
1912,Germany,Bronze,Stockholm,Rowing,Rowing,"DEHN, Werner"
1912,Germany,Bronze,Stockholm,Rowing,Rowing,"LIEBING, Otto"
1912,Germany,Bronze,Stockholm,Rowing,Rowing,"MATHIAE, Hans"
1912,Germany,Bronze,Stockholm,Rowing,Rowing,"REICHELT, Rudolf"
1912,Germany,Bronze,Stockholm,Rowing,Rowing,"RUNGE, Kurt"
1912,Germany,Bronze,Stockholm,Rowing,Rowing,"VETTER, Max"
1912,United Kingdom,Gold,Stockholm,Rowing,Rowing,"BURGESS, Edgar Richard"
1912,United Kingdom,Gold,Stockholm,Rowing,Rowing,"FLEMING, Philip"
1912,United Kingdom,Gold,Stockholm,Rowing,Rowing,"GARTON, Arthur Stanley"
1912,United Kingdom,Gold,Stockholm,Rowing,Rowing,"GILLAN, James Angus"
1912,United Kingdom,Gold,Stockholm,Rowing,Rowing,"HORSFALL, Ewart Douglas"
1912,United Kingdom,Gold,Stockholm,Rowing,Rowing,"KIRBY, Alister Graham"
1912,United Kingdom,Gold,Stockholm,Rowing,Rowing,"SWANN, Sidney Ernest"
1912,United Kingdom,Gold,Stockholm,Rowing,Rowing,"WELLS, Henry Bensley"
1912,United Kingdom,Gold,Stockholm,Rowing,Rowing,"WORMALD, Leslie Graham"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"BOURNE, Robert Croft"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"BURDEKIN, Beaufort"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"FISON, William Guy"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"GILLESPIE, Thomas Cunningham"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"LITTLEJOHN, Charles William Berry"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"PARKER, William Lorenzo"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"PITMAN, Frederick Archibald Hugo"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"WALKER, John Drummond"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"WIGGINS, Arthur Frederick Reginald"
1912,Denmark,Bronze,Stockholm,Rowing,Rowing,"BISGAARD, Erik"
1912,Denmark,Bronze,Stockholm,Rowing,Rowing,"CLEMMENSEN, Eigil"
1912,Denmark,Bronze,Stockholm,Rowing,Rowing,"FRANDSEN, Rasmus Peter"
1912,Denmark,Bronze,Stockholm,Rowing,Rowing,"SIMONSEN, Mikael"
1912,Denmark,Bronze,Stockholm,Rowing,Rowing,"THYMANN, Poul"
1912,Germany,Gold,Stockholm,Rowing,Rowing,"ARNHEITER, Albert"
1912,Germany,Gold,Stockholm,Rowing,Rowing,"FICKEISEN, Otto"
1912,Germany,Gold,Stockholm,Rowing,Rowing,"FICKEISEN, Rudolf"
1912,Germany,Gold,Stockholm,Rowing,Rowing,"LEISTER, Karl"
1912,Germany,Gold,Stockholm,Rowing,Rowing,"WILKER, Hermann"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"BERESFORD, Julius"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"CARR, Geoffrey"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"LOGAN, Herbert Bruce"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"ROUGHT, Charles Gardner"
1912,United Kingdom,Silver,Stockholm,Rowing,Rowing,"VERNON, Karl"
1912,Canada,Bronze,Stockholm,Rowing,Rowing,"BUTLER, Everard Burnside"
1912,Sweden,Bronze,Stockholm,Rowing,Rowing,"KUSIK, Mikhaïl Maksimilian"
1912,United Kingdom,Gold,Stockholm,Rowing,Rowing,"KINNEAR, William Duthie"
1912,Belgium,Silver,Stockholm,Rowing,Rowing,"VEIRMAN, Polydore"
1912,Sweden,Bronze,Stockholm,Sailing,Sailing,"Beloselsky-Belozersky, Esper Konstantinovich"
1912,Sweden,Bronze,Stockholm,Sailing,Sailing,"BRASCHE, Ernest"
1912,Sweden,Bronze,Stockholm,Sailing,Sailing,"LINDBLOM, Karl"
1912,Sweden,Bronze,Stockholm,Sailing,Sailing,"PUSCHNITSKY, Nikolaï"
1912,Sweden,Bronze,Stockholm,Sailing,Sailing,"RODIONOV, Aleksandr"
1912,Sweden,Bronze,Stockholm,Sailing,Sailing,"SCHOMAKER, Iossif"
1912,Sweden,Bronze,Stockholm,Sailing,Sailing,"STRAUCH, Filip"
1912,Sweden,Gold,Stockholm,Sailing,Sailing,"ERICSSON, Filip"
1912,Sweden,Gold,Stockholm,Sailing,Sailing,"HELLSTRÖM, Carl Ludwig"
1912,Sweden,Gold,Stockholm,Sailing,Sailing,"ISBERG, Paul"
1912,Sweden,Gold,Stockholm,Sailing,Sailing,"LUNDEN, Humbert"
1912,Sweden,Gold,Stockholm,Sailing,Sailing,"NYBERG, Herman"
1912,Sweden,Gold,Stockholm,Sailing,Sailing,"ROSENWÄRD, Harry"
1912,Sweden,Gold,Stockholm,Sailing,Sailing,"WALLERIUS, Eric G."
1912,Sweden,Gold,Stockholm,Sailing,Sailing,"WALLIN, Harald"
1912,Finland,Silver,Stockholm,Sailing,Sailing,"BJÖRKSTEN, Waldemar"
1912,Finland,Silver,Stockholm,Sailing,Sailing,"BJÖRNSTRÖM, Jacob Karl"
1912,Finland,Silver,Stockholm,Sailing,Sailing,"BRENNER, Bror Benedikt"
1912,Finland,Silver,Stockholm,Sailing,Sailing,"FRANCK, Allan"
1912,Finland,Silver,Stockholm,Sailing,Sailing,"LINDH, Erik"
1912,Finland,Silver,Stockholm,Sailing,Sailing,"PEKKALAINEN, Adolf Aarne"
1912,Finland,Silver,Stockholm,Sailing,Sailing,"WAHL, Harry"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"ALFTHAN, Max"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"HARTVALL, Erik"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"HULLDEN, Jarl"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"JUSLEN, Sigurd"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"KROGIUS, Ernest Edvard"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"SANDELIN, Eino"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"SILEN, John"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"ANKER, Johan August"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"BERTELSEN, Nils"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"FALCH-LUND, Eilert"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"HANSEN, Halfdan"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"HEJE, Arnfinn Kolbjörn"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"KONOW, Magnus"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"LARSEN, Alfred"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"LARSEN, Petter Andreas"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"STAIB, Christian Frederik"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"THAULOW, Carl Gustav"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"BERGMAN, Per"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"BERGSTRÖM, Dick"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"BERGSTRÖM, Kurt"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"CLASON, Hugo"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"JOHNSON, Folke"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"KANDER, Sigurd"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"LAMBY, Nils"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"LINDQVIST, Erik"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"PERSSON, Nils"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"SÄLLSTRÖM, Richard"
1912,Sweden,Bronze,Stockholm,Sailing,Sailing,"AUST, Otto"
1912,Sweden,Bronze,Stockholm,Sailing,Sailing,"SANDBERG, Erik"
1912,Sweden,Bronze,Stockholm,Sailing,Sailing,"SANDBERG, Harald"
1912,France,Gold,Stockholm,Sailing,Sailing,"THUBE, Amédé"
1912,France,Gold,Stockholm,Sailing,Sailing,"THUBE, Gaston"
1912,France,Gold,Stockholm,Sailing,Sailing,"THUBE, Jacques"
1912,Denmark,Silver,Stockholm,Sailing,Sailing,"HERSCHEND, Steen"
1912,Denmark,Silver,Stockholm,Sailing,Sailing,"MEULENGRACHT-MADSEN, Hans"
1912,Denmark,Silver,Stockholm,Sailing,Sailing,"THOMSEN, Sven Bernth"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"AHNGER, Arthur"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"LINDH, Emil"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"TALLBERG, Bertil"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"TALLBERG, Gunnar"
1912,Finland,Bronze,Stockholm,Sailing,Sailing,"WESTLING, Georg"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"AAS, Thomas Valentin"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"BRECKE, Andreas Bang"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"CORNELIUS, Torleiv Schibsted"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"GLAD, Thoralf"
1912,Norway,Gold,Stockholm,Sailing,Sailing,"JEBE, Christian Fredrik"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"HENRIQUES, Emil"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"HEYMAN, Bengt"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"THIEL, Alvar"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"WESTERMARK, Herbert"
1912,Sweden,Silver,Stockholm,Sailing,Sailing,"WESTERMARK, Nils"
1912,Sweden,Bronze,Stockholm,Shooting,Shooting,"SWAHN, Oscar"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"LUNDEBERG, Ake"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"BENEDICKS, Edward"
1912,Finland,Bronze,Stockholm,Shooting,Shooting,"TOIVONEN, Nestori"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"SWAHN, Alfred"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"LUNDEBERG, Ake"
1912,Finland,Bronze,Stockholm,Shooting,Shooting,"LONDEN, Axel Fredrik"
1912,Finland,Bronze,Stockholm,Shooting,Shooting,"ROSENQUIST, Ernst Edvard"
1912,Finland,Bronze,Stockholm,Shooting,Shooting,"TOIVONEN, Nestori"
1912,Finland,Bronze,Stockholm,Shooting,Shooting,"WÄÄNÄNEN, Tivo"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"ARVIDSSON, Per Olof"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"LUNDEBERG, Ake"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"SWAHN, Alfred"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"SWAHN, Oscar"
1912,United States,Silver,Stockholm,Shooting,Shooting,"LEUSHNER, William F."
1912,United States,Silver,Stockholm,Shooting,Shooting,"LIBBEY, William"
1912,United States,Silver,Stockholm,Shooting,Shooting,"MCDONNELL, William Neil"
1912,United States,Silver,Stockholm,Shooting,Shooting,"WINANS, Walter"
1912,Sweden,Bronze,Stockholm,Shooting,Shooting,"VON HOLST, Johan Hübner"
1912,United States,Gold,Stockholm,Shooting,Shooting,"LANE, Alfred P."
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"PALEN, Paul"
1912,United States,Bronze,Stockholm,Shooting,Shooting,"HIRD, Frederick S."
1912,United States,Bronze,Stockholm,Shooting,Shooting,"LEUSHNER, William F."
1912,United States,Bronze,Stockholm,Shooting,Shooting,"MCDONNELL, William Neil"
1912,United States,Bronze,Stockholm,Shooting,Shooting,"SPROUT, Warren A."
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"BOIVIE, Gustav"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"CARLBERG, Eric"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"CARLBERG, G. Vilhelm"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"VON HOLST, Johan Hübner"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"MILNE, William"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"PEPE, Joseph"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"PIMM, William Edwin"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"STYLES, William Kensett"
1912,Sweden,Bronze,Stockholm,Shooting,Shooting,"ERICSSON, Gideon"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"CARLBERG, G. Vilhelm"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"VON HOLST, Johan Hübner"
1912,Denmark,Bronze,Stockholm,Shooting,Shooting,"LARSEN, Niels Hansen Ditlev"
1912,France,Gold,Stockholm,Shooting,Shooting,"COLAS, Paul René"
1912,Denmark,Silver,Stockholm,Shooting,Shooting,"MADSEN, Lars Jörgen"
1912,United Kingdom,Bronze,Stockholm,Shooting,Shooting,"DURANT, Hugh"
1912,United Kingdom,Bronze,Stockholm,Shooting,Shooting,"KEMPSTER, Albert Joseph"
1912,United Kingdom,Bronze,Stockholm,Shooting,Shooting,"POULTER, Horatio Orlando"
1912,United Kingdom,Bronze,Stockholm,Shooting,Shooting,"STEWART, Charles Edward"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"CARLBERG, Eric"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"CARLBERG, G. Vilhelm"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"PALEN, Paul"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"VON HOLST, Johan Hübner"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"DE KACHE, Amos"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"DE MELNITSKY, Nikolaï"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"DE PANTELEYMONOFF, Georgi"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"DE WEYLOCHNIKOFF, Pavel"
1912,United Kingdom,Bronze,Stockholm,Shooting,Shooting,"DURANT, Hugh"
1912,United Kingdom,Bronze,Stockholm,Shooting,Shooting,"KEMPSTER, Albert Joseph"
1912,United Kingdom,Bronze,Stockholm,Shooting,Shooting,"POULTER, Horatio Orlando"
1912,United Kingdom,Bronze,Stockholm,Shooting,Shooting,"STEWART, Charles Edward"
1912,United States,Gold,Stockholm,Shooting,Shooting,"DIETZ, John A."
1912,United States,Gold,Stockholm,Shooting,Shooting,"DOLFEN, Peter J."
1912,United States,Gold,Stockholm,Shooting,Shooting,"LANE, Alfred P."
1912,United States,Gold,Stockholm,Shooting,Shooting,"SEARS, Henry Francis"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"BOSTRÖM, Erik"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"CARLBERG, Eric"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"CARLBERG, G. Vilhelm"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"DE LAVAL, Georg"
1912,United Kingdom,Bronze,Stockholm,Shooting,Shooting,"STEWART, Charles Edward"
1912,United States,Gold,Stockholm,Shooting,Shooting,"LANE, Alfred P."
1912,United States,Silver,Stockholm,Shooting,Shooting,"DOLFEN, Peter J."
1912,United Kingdom,Bronze,Stockholm,Shooting,Shooting,"BURT, Harold"
1912,United States,Gold,Stockholm,Shooting,Shooting,"HIRD, Frederick S."
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"MILNE, William"
1912,United States,Bronze,Stockholm,Shooting,Shooting,"HIRD, Frederick S."
1912,United States,Bronze,Stockholm,Shooting,Shooting,"LEUSHNER, William F."
1912,United States,Bronze,Stockholm,Shooting,Shooting,"OSBURN, Carl Townsend"
1912,United States,Bronze,Stockholm,Shooting,Shooting,"SPROUT, Warren A."
1912,United Kingdom,Gold,Stockholm,Shooting,Shooting,"LESSIMORE, Edward John"
1912,United Kingdom,Gold,Stockholm,Shooting,Shooting,"MURRAY, Robert Cook"
1912,United Kingdom,Gold,Stockholm,Shooting,Shooting,"PEPE, Joseph"
1912,United Kingdom,Gold,Stockholm,Shooting,Shooting,"PIMM, William Edwin"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"CARLBERG, Eric"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"CARLBERG, G. Vilhelm"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"NORDENSWAN, Arthur"
1912,Sweden,Silver,Stockholm,Shooting,Shooting,"ÖRTEGREN, Ruben"
1912,United States,Bronze,Stockholm,Shooting,Shooting,"JACKSON, John E."
1912,France,Gold,Stockholm,Shooting,Shooting,"COLAS, Paul René"
1912,United States,Silver,Stockholm,Shooting,Shooting,"OSBURN, Carl Townsend"
1912,Norway,Bronze,Stockholm,Shooting,Shooting,"SKOGEN, Engebret"
1912,Hungary,Gold,Stockholm,Shooting,Shooting,"PROKOPP, Sandor"
1912,United States,Silver,Stockholm,Shooting,Shooting,"OSBURN, Carl Townsend"
1912,Germany,Bronze,Stockholm,Shooting,Shooting,"GOELDEL, Alfred"
1912,Germany,Bronze,Stockholm,Shooting,Shooting,"GOELDEL, Horst"
1912,Germany,Bronze,Stockholm,Shooting,Shooting,"GRAF VON BERNSTORFF, Erich"
1912,Germany,Bronze,Stockholm,Shooting,Shooting,"KOCH, Erland"
1912,Germany,Bronze,Stockholm,Shooting,Shooting,"PREUSS, Albert"
1912,Germany,Bronze,Stockholm,Shooting,Shooting,"VON ZEIDLITZ UND LEIPE, Franz Freiherr"
1912,United States,Gold,Stockholm,Shooting,Shooting,"BILLINGS, Charles W."
1912,United States,Gold,Stockholm,Shooting,Shooting,"GLEASON, Edward Francis"
1912,United States,Gold,Stockholm,Shooting,Shooting,"GRAHAM, James R."
1912,United States,Gold,Stockholm,Shooting,Shooting,"HALL, Frank"
1912,United States,Gold,Stockholm,Shooting,Shooting,"HENDRICKSON, John H."
1912,United States,Gold,Stockholm,Shooting,Shooting,"SPOTTS, Ralph Lewis"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"BUTT, John Hurst"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"GROSVENOR, William Percy"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"HUMBY, Harry Robinson"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"MAUNDER, Alexander"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"PALMER, Charles"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"WHITAKER, George"
1912,Denmark,Bronze,Stockholm,Shooting,Shooting,"ANDERSEN, Niels"
1912,Denmark,Bronze,Stockholm,Shooting,Shooting,"HAJSLUND, Jens Madsen"
1912,Denmark,Bronze,Stockholm,Shooting,Shooting,"LARSEN, Laurits Teodor Christian"
1912,Denmark,Bronze,Stockholm,Shooting,Shooting,"LARSEN, Niels Hansen Ditlev"
1912,Denmark,Bronze,Stockholm,Shooting,Shooting,"MADSEN, Lars Jörgen"
1912,Denmark,Bronze,Stockholm,Shooting,Shooting,"OLSEN, Ole"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"BJÖRKMAN, Carl"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"BLOMQVIST, Erik"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"ERIKSSON, Mauritz"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"JOHANSSON, Carl Hugo"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"JONSSON, Gustaf Adolf"
1912,Sweden,Gold,Stockholm,Shooting,Shooting,"LARSSON, Bernhard"
1912,Norway,Silver,Stockholm,Shooting,Shooting,"HELGERUD, Albert"
1912,Norway,Silver,Stockholm,Shooting,Shooting,"LIBERG, Einar"
