Year,Country,Medal,City,Sport,Discipline,Athlete
1912,Norway,Silver,Stockholm,Shooting,Shooting,"ÖSTENSEN, Östen"
1912,Norway,Silver,Stockholm,Shooting,Shooting,"SAETHER, Olaf"
1912,Norway,Silver,Stockholm,Shooting,Shooting,"SAETHER, Ole Andreas"
1912,Norway,Silver,Stockholm,Shooting,Shooting,"SKATTEBOE, Gudbrand Gudbrandsen"
1912,Sweden,Bronze,Stockholm,Shooting,Shooting,"BJÖRKMAN, Carl"
1912,Sweden,Bronze,Stockholm,Shooting,Shooting,"BJÖRKMAN, Tönnes"
1912,Sweden,Bronze,Stockholm,Shooting,Shooting,"ERIKSSON, Mauritz"
1912,Sweden,Bronze,Stockholm,Shooting,Shooting,"JERNSTRÖM, Verner"
1912,Sweden,Bronze,Stockholm,Shooting,Shooting,"JOHANSSON, Carl Hugo"
1912,Sweden,Bronze,Stockholm,Shooting,Shooting,"LARSSON, Bernhard"
1912,United States,Gold,Stockholm,Shooting,Shooting,"ADAMS, Harry Loren"
1912,United States,Gold,Stockholm,Shooting,Shooting,"BRIGGS, Allan Lindsay"
1912,United States,Gold,Stockholm,Shooting,Shooting,"BURDETTE, Cornelius L."
1912,United States,Gold,Stockholm,Shooting,Shooting,"JACKSON, John E."
1912,United States,Gold,Stockholm,Shooting,Shooting,"OSBURN, Carl Townsend"
1912,United States,Gold,Stockholm,Shooting,Shooting,"SPROUT, Warren A."
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"BURR, Henry Goerge"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"FULTON, Arthur George"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"OMMUNDSEN, Harcourt"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"PARNELL, Edward Louis"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"REID, James"
1912,United Kingdom,Silver,Stockholm,Shooting,Shooting,"SKILTON, Edward"
1912,Sweden,Bronze,Stockholm,Shooting,Shooting,"BLAU, Harry"
1912,United States,Gold,Stockholm,Shooting,Shooting,"GRAHAM, James R."
1912,Germany,Silver,Stockholm,Shooting,Shooting,"GOELDEL, Alfred"
1912,France,Bronze,Stockholm,Tennis,Tennis,"CANET, Albert Henri"
1912,France,Bronze,Stockholm,Tennis,Tennis,"MENY DE MARANGUE, Edouard Marie Marc"
1912,South Africa,Gold,Stockholm,Tennis,Tennis,"KITSON, Harry Austin"
1912,South Africa,Gold,Stockholm,Tennis,Tennis,"WINSLOW, Charles Lyndhurst"
1912,Austria,Silver,Stockholm,Tennis,Tennis,"PIPES, Fritz Felix"
1912,Austria,Silver,Stockholm,Tennis,Tennis,"ZBORZIL, Arthur"
1912,United Kingdom,Bronze,Stockholm,Tennis,Tennis,"BEAMISH, Alfred Ernest"
1912,United Kingdom,Bronze,Stockholm,Tennis,Tennis,"DIXON, Charles Percy"
1912,France,Gold,Stockholm,Tennis,Tennis,"GERMOT, Maurice"
1912,France,Gold,Stockholm,Tennis,Tennis,"GOBERT, André Henri"
1912,Sweden,Silver,Stockholm,Tennis,Tennis,"KEMPE, Carl"
1912,Sweden,Silver,Stockholm,Tennis,Tennis,"SETTERWALL, Gunnar"
1912,France,Bronze,Stockholm,Tennis,Tennis,"CANET, Albert Henri"
1912,Germany,Gold,Stockholm,Tennis,Tennis,"SCHOMBURGK, Heinrich"
1912,Sweden,Silver,Stockholm,Tennis,Tennis,"SETTERWALL, Gunnar"
1912,France,Bronze,Stockholm,Tennis,Tennis,"BROQUEDIS, Marguerite"
1912,Germany,Gold,Stockholm,Tennis,Tennis,"KÖRING, Dora"
1912,Sweden,Silver,Stockholm,Tennis,Tennis,"FICK, Sigrid"
1912,Sweden,Bronze,Stockholm,Tennis,Tennis,"SETTERWALL, Gunnar"
1912,United Kingdom,Gold,Stockholm,Tennis,Tennis,"DIXON, Charles Percy"
1912,United Kingdom,Silver,Stockholm,Tennis,Tennis,"BARRETT, Herbert Roper"
1912,Sweden,Bronze,Stockholm,Tennis,Tennis,"FICK, Sigrid"
1912,United Kingdom,Gold,Stockholm,Tennis,Tennis,"HANNAM, Edith Margaret"
1912,United Kingdom,Silver,Stockholm,Tennis,Tennis,"AITCHISON, Francis Helen"
1912,Germany,Bronze,Stockholm,Tennis,Tennis,"KREUZER, Oscar"
1912,South Africa,Gold,Stockholm,Tennis,Tennis,"WINSLOW, Charles Lyndhurst"
1912,South Africa,Silver,Stockholm,Tennis,Tennis,"KITSON, Harry Austin"
1912,Norway,Bronze,Stockholm,Tennis,Tennis,"BJURSTEDT, Anne Margrethe"
1912,France,Gold,Stockholm,Tennis,Tennis,"BROQUEDIS, Marguerite"
1912,Germany,Silver,Stockholm,Tennis,Tennis,"KÖRING, Dora"
1912,AUSTRALIA,Bronze,Stockholm,Tennis,Tennis,"WILDING, Anthony Frederick"
1912,France,Gold,Stockholm,Tennis,Tennis,"GOBERT, André Henri"
1912,United Kingdom,Silver,Stockholm,Tennis,Tennis,"DIXON, Charles Percy"
1912,United Kingdom,Bronze,Stockholm,Tennis,Tennis,"PARTON, Mabel Branwell"
1912,United Kingdom,Gold,Stockholm,Tennis,Tennis,"HANNAM, Edith Margaret"
1912,Denmark,Silver,Stockholm,Tennis,Tennis,"CASTENSCHIOLD, Thora Gerda Sophie"
1912,Sweden,Gold,Stockholm,Tug of War,Tug of War,"ANDERSSON, Arvid Leander"
1912,Sweden,Gold,Stockholm,Tug of War,Tug of War,"BERGMAN, Adolf"
1912,Sweden,Gold,Stockholm,Tug of War,Tug of War,"EDMAN, Johan Victor"
1912,Sweden,Gold,Stockholm,Tug of War,Tug of War,"FREDRIKSSON, Erik Algot"
1912,Sweden,Gold,Stockholm,Tug of War,Tug of War,"GUSTAFSSON, August"
1912,Sweden,Gold,Stockholm,Tug of War,Tug of War,"JONSSON, Carl"
1912,Sweden,Gold,Stockholm,Tug of War,Tug of War,"LARSSON, Eric Victor"
1912,Sweden,Gold,Stockholm,Tug of War,Tug of War,"LINDSTRÖM, Carl Herbert"
1912,United Kingdom,Silver,Stockholm,Tug of War,Tug of War,"CHAFFE, Walter"
1912,United Kingdom,Silver,Stockholm,Tug of War,Tug of War,"DOWLER, Joseph"
1912,United Kingdom,Silver,Stockholm,Tug of War,Tug of War,"HUMPHREYS, Frederick Harkness"
1912,United Kingdom,Silver,Stockholm,Tug of War,Tug of War,"HYNES, Mathias"
1912,United Kingdom,Silver,Stockholm,Tug of War,Tug of War,"MILLS, Edwin Archer"
1912,United Kingdom,Silver,Stockholm,Tug of War,Tug of War,"MUNRO, Alexander"
1912,United Kingdom,Silver,Stockholm,Tug of War,Tug of War,"SEWELL, John"
1912,United Kingdom,Silver,Stockholm,Tug of War,Tug of War,"SHEPHERD, James"
1912,Finland,Bronze,Stockholm,Wrestling,Wrestling Gre-R,"LASANEN, Otto"
1912,Finland,Gold,Stockholm,Wrestling,Wrestling Gre-R,"KOSKELO, Kaarlo"
1912,Germany,Silver,Stockholm,Wrestling,Wrestling Gre-R,"GERSTÄCKER, Georg"
1912,Denmark,Bronze,Stockholm,Wrestling,Wrestling Gre-R,"JENSEN, Sören Marius"
1912,Finland,Gold,Stockholm,Wrestling,Wrestling Gre-R,"SAARELA, Urjö Erik Mikael"
1912,Finland,Silver,Stockholm,Wrestling,Wrestling Gre-R,"OLIN, Johan Fredrik"
1912,Sweden,Bronze,Stockholm,Wrestling,Wrestling Gre-R,"MATIASSON, Edvin"
1912,Finland,Gold,Stockholm,Wrestling,Wrestling Gre-R,"VÄRE, Eemil Ernesti"
1912,Sweden,Silver,Stockholm,Wrestling,Wrestling Gre-R,"MALMSTRÖM, Gustaf H."
1912,Finland,Bronze,Stockholm,Wrestling,Wrestling Gre-R,"ASIKAINEN, Alfred"
1912,Sweden,Gold,Stockholm,Wrestling,Wrestling Gre-R,"JOHANSSON, Claes"
1912,Sweden,Silver,Stockholm,Wrestling,Wrestling Gre-R,"KLEIN, Martin"
1912,Hungary,Bronze,Stockholm,Wrestling,Wrestling Gre-R,"VARGA, Béla"
1912,Sweden,Silver,Stockholm,Wrestling,Wrestling Gre-R,"AHLGREN, Anders"
1912,Finland,Silver,Stockholm,Wrestling,Wrestling Gre-R,"BÖHLING, Ivar Theodor"
1920,United States,Bronze,Antwerp,Aquatics,Diving,"PRIESTE, Harry"
1920,United States,Gold,Antwerp,Aquatics,Diving,"PINKSTON, Clarence"
1920,Sweden,Silver,Antwerp,Aquatics,Diving,"ADLERZ, Erik"
1920,Sweden,Bronze,Antwerp,Aquatics,Diving,"OLLIVIER, Eva"
1920,Denmark,Gold,Antwerp,Aquatics,Diving,"FRYLAND CLAUSEN, Stefani"
1920,United Kingdom,Silver,Antwerp,Aquatics,Diving,"ARMSTRONG, Beatrix Eileen"
1920,United States,Bronze,Antwerp,Aquatics,Diving,"BALBACH, Louis James"
1920,United States,Gold,Antwerp,Aquatics,Diving,"KUEHN, Louis"
1920,United States,Silver,Antwerp,Aquatics,Diving,"PINKSTON, Clarence"
1920,United States,Bronze,Antwerp,Aquatics,Diving,"PAYNE, Thelma"
1920,United States,Gold,Antwerp,Aquatics,Diving,"RIGGIN, Aileen"
1920,United States,Silver,Antwerp,Aquatics,Diving,"WAINWRIGHT, Helen"
1920,Sweden,Bronze,Antwerp,Aquatics,Diving,"JANSSON, John"
1920,Sweden,Gold,Antwerp,Aquatics,Diving,"WALLMAN, Arvid"
1920,Sweden,Silver,Antwerp,Aquatics,Diving,"SKOGLUND, Nils"
1920,Belgium,Bronze,Antwerp,Aquatics,Swimming,"BLITZ, Gerard"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"KEALOHA, Warren Paoa"
1920,United States,Silver,Antwerp,Aquatics,Swimming,"KEGERIS, Raymond"
1920,United States,Bronze,Antwerp,Aquatics,Swimming,"HARRIS, William"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"KAHANAMOKU, Duke Paoa"
1920,United States,Silver,Antwerp,Aquatics,Swimming,"KEALOHA, Pua Kela"
1920,United States,Bronze,Antwerp,Aquatics,Swimming,"SCHROTH, Frances"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"BLEIBTREY, Ethelda"
1920,United States,Silver,Antwerp,Aquatics,Swimming,"GUEST, Irene"
1920,Australia,Bronze,Antwerp,Aquatics,Swimming,"BEAUREPAIRE, Frank E."
1920,United States,Gold,Antwerp,Aquatics,Swimming,"ROSS, Norman"
1920,Canada,Silver,Antwerp,Aquatics,Swimming,"VERNOT, George"
1920,Finland,Bronze,Antwerp,Aquatics,Swimming,"AALTONEN, Arvo Ossian"
1920,Sweden,Gold,Antwerp,Aquatics,Swimming,"MALMROT, Hakan"
1920,Sweden,Silver,Antwerp,Aquatics,Swimming,"HENNING, Tor"
1920,Finland,Bronze,Antwerp,Aquatics,Swimming,"AALTONEN, Arvo Ossian"
1920,Sweden,Gold,Antwerp,Aquatics,Swimming,"MALMROT, Hakan"
1920,Sweden,Silver,Antwerp,Aquatics,Swimming,"HENNING, Tor"
1920,Canada,Bronze,Antwerp,Aquatics,Swimming,"VERNOT, George"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"ROSS, Norman"
1920,United States,Silver,Antwerp,Aquatics,Swimming,"LANGER, Ludy"
1920,United States,Bronze,Antwerp,Aquatics,Swimming,"SCHROTH, Frances"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"BLEIBTREY, Ethelda"
1920,United States,Silver,Antwerp,Aquatics,Swimming,"WOODBRIDGE, Margaret"
1920,Sweden,Bronze,Antwerp,Aquatics,Swimming,"BERG, Aina"
1920,Sweden,Bronze,Antwerp,Aquatics,Swimming,"GYLLING, Jane"
1920,Sweden,Bronze,Antwerp,Aquatics,Swimming,"MACHNOW, Emy"
1920,Sweden,Bronze,Antwerp,Aquatics,Swimming,"NILSSON, Karin"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"BLEIBTREY, Ethelda"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"GUEST, Irene"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"SCHROTH, Frances"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"WOODBRIDGE, Margaret"
1920,United Kingdom,Silver,Antwerp,Aquatics,Swimming,"JAMES, Hilda"
1920,United Kingdom,Silver,Antwerp,Aquatics,Swimming,"JEANS, Constance Mabel"
1920,United Kingdom,Silver,Antwerp,Aquatics,Swimming,"MAC KENZIE, Grace"
1920,United Kingdom,Silver,Antwerp,Aquatics,Swimming,"RADCLIFFE, Charlotte"
1920,United Kingdom,Bronze,Antwerp,Aquatics,Swimming,"ANNISON, Harold Edward"
1920,United Kingdom,Bronze,Antwerp,Aquatics,Swimming,"PETER, Edward Percival"
1920,United Kingdom,Bronze,Antwerp,Aquatics,Swimming,"SAVAGE, Leslie"
1920,United Kingdom,Bronze,Antwerp,Aquatics,Swimming,"TAYLOR, Henry"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"KAHANAMOKU, Duke Paoa"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"KEALOHA, Pua Kela"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"MCGILLIVRAY, Perry"
1920,United States,Gold,Antwerp,Aquatics,Swimming,"ROSS, Norman"
1920,Australia,Silver,Antwerp,Aquatics,Swimming,"BEAUREPAIRE, Frank E."
1920,Australia,Silver,Antwerp,Aquatics,Swimming,"HAY, Henry"
1920,Australia,Silver,Antwerp,Aquatics,Swimming,"HERALD, William"
1920,Australia,Silver,Antwerp,Aquatics,Swimming,"STEDMAN, Ivan"
1920,Sweden,Bronze,Antwerp,Aquatics,Water polo,"ANDERSSON, Erik"
1920,Sweden,Bronze,Antwerp,Aquatics,Water polo,"ANDERSSON, Robert T."
1920,Sweden,Bronze,Antwerp,Aquatics,Water polo,"ANDERSSON, Vilhelm"
1920,Sweden,Bronze,Antwerp,Aquatics,Water polo,"BACKLUND, Nils"
1920,Sweden,Bronze,Antwerp,Aquatics,Water polo,"BERGQVIST, Erik"
1920,Sweden,Bronze,Antwerp,Aquatics,Water polo,"GUMPEL, Max"
1920,Sweden,Bronze,Antwerp,Aquatics,Water polo,"HANSSON, Pontus"
1920,Sweden,Bronze,Antwerp,Aquatics,Water polo,"JULIN, Harald S.A."
1920,Sweden,Bronze,Antwerp,Aquatics,Water polo,"NAUMANN, Theodor"
1920,United Kingdom,Gold,Antwerp,Aquatics,Water polo,"BUGBEE, Charles"
1920,United Kingdom,Gold,Antwerp,Aquatics,Water polo,"DEAN, William Henry"
1920,United Kingdom,Gold,Antwerp,Aquatics,Water polo,"JONES, Christopher"
1920,United Kingdom,Gold,Antwerp,Aquatics,Water polo,"PEACOCK, William"
1920,United Kingdom,Gold,Antwerp,Aquatics,Water polo,"PURCELL, Noel M."
1920,United Kingdom,Gold,Antwerp,Aquatics,Water polo,"RADMILOVIC, Paul"
1920,United Kingdom,Gold,Antwerp,Aquatics,Water polo,"SMITH, Charles Sydney"
1920,Belgium,Silver,Antwerp,Aquatics,Water polo,"BAUWENS, René"
1920,Belgium,Silver,Antwerp,Aquatics,Water polo,"BLITZ, Gerard"
1920,Belgium,Silver,Antwerp,Aquatics,Water polo,"BLITZ, Maurice"
1920,Belgium,Silver,Antwerp,Aquatics,Water polo,"DEWIN, Pierre"
1920,Belgium,Silver,Antwerp,Aquatics,Water polo,"DURANT, Albert"
1920,Belgium,Silver,Antwerp,Aquatics,Water polo,"GAILLY, Paul"
1920,Belgium,Silver,Antwerp,Aquatics,Water polo,"NIJS, Pierre"
1920,Belgium,Silver,Antwerp,Aquatics,Water polo,"PLETINCX, Joseph"
1920,Belgium,Bronze,Antwerp,Archery,Archery,"FLAMAND, Firmin"
1920,Belgium,Gold,Antwerp,Archery,Archery,"CLOETENS, Edmond"
1920,Belgium,Silver,Antwerp,Archery,Archery,"VAN DE PERCK, Louis"
1920,Belgium,Gold,Antwerp,Archery,Archery,"CLOETENS, Edmond"
1920,Belgium,Gold,Antwerp,Archery,Archery,"FLAMAND, Firmin"
1920,Belgium,Gold,Antwerp,Archery,Archery,"HERMANS, Joseph"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN DE PERCK, Louis"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN DE VERRE, Auguste"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN MOER, Edmond"
1920,Belgium,Gold,Antwerp,Archery,Archery,"CLOETENS, Edmond"
1920,Belgium,Gold,Antwerp,Archery,Archery,"FLAMAND, Firmin"
1920,Belgium,Gold,Antwerp,Archery,Archery,"HERMANS, Joseph"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN DE PERCK, Louis"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN DE VERRE, Auguste"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN MOER, Edmond"
1920,Belgium,Bronze,Antwerp,Archery,Archery,"HERMANS, Joseph"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN MOER, Edmond"
1920,Belgium,Silver,Antwerp,Archery,Archery,"VAN DE PERCK, Louis"
1920,France,Bronze,Antwerp,Archery,Archery,"BRULE, Julien Louis"
1920,France,Bronze,Antwerp,Archery,Archery,"EPIN, Léon"
1920,France,Bronze,Antwerp,Archery,Archery,"FAUVEL, Pascal"
1920,France,Bronze,Antwerp,Archery,Archery,"GRISOT, EugÃ¨ne G."
1920,France,Bronze,Antwerp,Archery,Archery,"LEROY, Paul"
1920,France,Bronze,Antwerp,Archery,Archery,"MABELLON, Artur"
1920,France,Bronze,Antwerp,Archery,Archery,"QUENTIN, Léonce Gaston"
1920,France,Bronze,Antwerp,Archery,Archery,"RICHEZ, Eugène"
1920,Netherlands,Gold,Antwerp,Archery,Archery,"DE BROUWER, Petrus Godefridus"
1920,Netherlands,Gold,Antwerp,Archery,Archery,"PACKBIERS, Jan Joseph"
1920,Netherlands,Gold,Antwerp,Archery,Archery,"THEEUWES, Adrianus Cornelis"
1920,Netherlands,Gold,Antwerp,Archery,Archery,"VAN BUSSELL, Hendrikus"
1920,Netherlands,Gold,Antwerp,Archery,Archery,"VAN GASTEL, Johannes Jacobus"
1920,Netherlands,Gold,Antwerp,Archery,Archery,"VAN GESTEL, Jan-Babtiest-Jozef"
1920,Netherlands,Gold,Antwerp,Archery,Archery,"VAN MERRIENBOER, Adrianus"
1920,Netherlands,Gold,Antwerp,Archery,Archery,"WILLEMS, Theodorus B."
1920,Belgium,Silver,Antwerp,Archery,Archery,"ALLAERT, Alphonse"
1920,Belgium,Silver,Antwerp,Archery,Archery,"DE KNIBBER, Edmond"
1920,Belgium,Silver,Antwerp,Archery,Archery,"DE MAYER, Jérome"
1920,Belgium,Silver,Antwerp,Archery,Archery,"DELCON, Louis"
1920,Belgium,Silver,Antwerp,Archery,Archery,"FIERENS, Louis"
1920,Belgium,Silver,Antwerp,Archery,Archery,"VAN BEECK, Louis"
1920,Belgium,Silver,Antwerp,Archery,Archery,"VAN INNIS, Hubert"
1920,Belgium,Silver,Antwerp,Archery,Archery,"VAN THIELT, Pierre"
1920,Belgium,Gold,Antwerp,Archery,Archery,"ALLAERT, Alphonse"
1920,Belgium,Gold,Antwerp,Archery,Archery,"DE KNIBBER, Edmond"
1920,Belgium,Gold,Antwerp,Archery,Archery,"DE MAYER, Jérome"
1920,Belgium,Gold,Antwerp,Archery,Archery,"DELCON, Louis"
1920,Belgium,Gold,Antwerp,Archery,Archery,"FIERENS, Louis"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN BEECK, Louis"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN INNIS, Hubert"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN THIELT, Pierre"
1920,France,Silver,Antwerp,Archery,Archery,"BRULE, Julien Louis"
1920,France,Silver,Antwerp,Archery,Archery,"EPIN, Léon"
1920,France,Silver,Antwerp,Archery,Archery,"FAUVEL, Pascal"
1920,France,Silver,Antwerp,Archery,Archery,"GRISOT, EugÃ¨ne G."
1920,France,Silver,Antwerp,Archery,Archery,"LEROY, Paul"
1920,France,Silver,Antwerp,Archery,Archery,"MABELLON, Artur"
1920,France,Silver,Antwerp,Archery,Archery,"QUENTIN, Léonce Gaston"
1920,France,Silver,Antwerp,Archery,Archery,"RICHEZ, Eugène"
1920,Belgium,Gold,Antwerp,Archery,Archery,"ALLAERT, Alphonse"
1920,Belgium,Gold,Antwerp,Archery,Archery,"DE KNIBBER, Edmond"
1920,Belgium,Gold,Antwerp,Archery,Archery,"DE MAYER, Jérome"
1920,Belgium,Gold,Antwerp,Archery,Archery,"DELCON, Louis"
1920,Belgium,Gold,Antwerp,Archery,Archery,"FIERENS, Louis"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN BEECK, Louis"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN INNIS, Hubert"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN THIELT, Pierre"
1920,France,Silver,Antwerp,Archery,Archery,"BRULE, Julien Louis"
1920,France,Silver,Antwerp,Archery,Archery,"EPIN, Léon"
1920,France,Silver,Antwerp,Archery,Archery,"FAUVEL, Pascal"
1920,France,Silver,Antwerp,Archery,Archery,"GRISOT, EugÃ¨ne G."
1920,France,Silver,Antwerp,Archery,Archery,"LEROY, Paul"
1920,France,Silver,Antwerp,Archery,Archery,"MABELLON, Artur"
1920,France,Silver,Antwerp,Archery,Archery,"QUENTIN, Léonce Gaston"
1920,France,Silver,Antwerp,Archery,Archery,"RICHEZ, Eugène"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN INNIS, Hubert"
1920,France,Silver,Antwerp,Archery,Archery,"QUENTIN, Léonce Gaston"
1920,Belgium,Gold,Antwerp,Archery,Archery,"VAN INNIS, Hubert"
1920,France,Silver,Antwerp,Archery,Archery,"BRULE, Julien Louis"
1920,France,Gold,Antwerp,Archery,Archery,"BRULE, Julien Louis"
1920,Belgium,Silver,Antwerp,Archery,Archery,"VAN INNIS, Hubert"
1920,United Kingdom,Bronze,Antwerp,Athletics,Athletics,"WILSON, James"
1920,Finland,Gold,Antwerp,Athletics,Athletics,"NURMI, Paavo"
1920,France,Silver,Antwerp,Athletics,Athletics,"GUILLEMOT, Joseph"
1920,United Kingdom,Bronze,Antwerp,Athletics,Athletics,"GUNN, Charles"
1920,Italy,Gold,Antwerp,Athletics,Athletics,"FRIGERIO, Ugo"
1920,United States,Silver,Antwerp,Athletics,Athletics,"PEARMAN, Joseph"
1920,United Kingdom,Bronze,Antwerp,Athletics,Athletics,"EDWARD, Harry"
1920,United States,Gold,Antwerp,Athletics,Athletics,"PADDOCK, Charles"
1920,United States,Silver,Antwerp,Athletics,Athletics,"KIRKSEY, Morris"
1920,United States,Bronze,Antwerp,Athletics,Athletics,"MURRAY, Frederick"
1920,Canada,Gold,Antwerp,Athletics,Athletics,"THOMSON, Earl"
1920,United States,Silver,Antwerp,Athletics,Athletics,"BARRON, Harold"
1920,United States,Bronze,Antwerp,Athletics,Athletics,"SHIELDS, Marion Lawrence"
1920,United Kingdom,Gold,Antwerp,Athletics,Athletics,"HILL, Albert"
1920,United Kingdom,Silver,Antwerp,Athletics,Athletics,"NOEL-BAKER, Philipp John"
1920,United Kingdom,Bronze,Antwerp,Athletics,Athletics,"EDWARD, Harry"
1920,United States,Gold,Antwerp,Athletics,Athletics,"WOODRING, Allen"
1920,United States,Silver,Antwerp,Athletics,Athletics,"PADDOCK, Charles"
1920,Italy,Bronze,Antwerp,Athletics,Athletics,"AMBROSINI, Ernesto"
1920,United Kingdom,Gold,Antwerp,Athletics,Athletics,"HODGE, Percy"
1920,United States,Silver,Antwerp,Athletics,Athletics,"FLYNN, Patrick"
1920,Sweden,Bronze,Antwerp,Athletics,Athletics,"BACKMAN, Erik"
1920,Sweden,Bronze,Antwerp,Athletics,Athletics,"LUNDGREN, Sven"
1920,Sweden,Bronze,Antwerp,Athletics,Athletics,"WIDE, Edvin"
1920,United States,Gold,Antwerp,Athletics,Athletics,"BROWN, Horace Hallock"
1920,United States,Gold,Antwerp,Athletics,Athletics,"DRESSER, Ivan"
1920,United States,Gold,Antwerp,Athletics,Athletics,"SCHARDT, Arlie Alfred"
1920,United Kingdom,Silver,Antwerp,Athletics,Athletics,"BLEWITT, Charles Edward"
1920,United Kingdom,Silver,Antwerp,Athletics,Athletics,"HILL, Albert"
1920,United Kingdom,Silver,Antwerp,Athletics,Athletics,"SEAGROVE, William Raymond"
1920,United States,Bronze,Antwerp,Athletics,Athletics,"REMER, Richard Frederick"
1920,Italy,Gold,Antwerp,Athletics,Athletics,"FRIGERIO, Ugo"
1920,Australia,Silver,Antwerp,Athletics,Athletics,"PARKER, George"
1920,Sweden,Bronze,Antwerp,Athletics,Athletics,"ENGDAHL, Nils"
1920,South Africa,Gold,Antwerp,Athletics,Athletics,"RUDD, Bevil Gordon D'Urban"
1920,United Kingdom,Silver,Antwerp,Athletics,Athletics,"BUTLER, Guy Montagu"
1920,United States,Bronze,Antwerp,Athletics,Athletics,"DESCH, August George"
1920,United States,Gold,Antwerp,Athletics,Athletics,"LOOMIS, Frank"
1920,United States,Silver,Antwerp,Athletics,Athletics,"NORTON, John Kelley"
1920,Sweden,Bronze,Antwerp,Athletics,Athletics,"HOLMSTRÖM, Agne"
1920,Sweden,Bronze,Antwerp,Athletics,Athletics,"MALM, Sven"
1920,Sweden,Bronze,Antwerp,Athletics,Athletics,"PETERSSON, R. William E."
1920,Sweden,Bronze,Antwerp,Athletics,Athletics,"SANDSTRÖM, Nils"
1920,United States,Gold,Antwerp,Athletics,Athletics,"KIRKSEY, Morris"
1920,United States,Gold,Antwerp,Athletics,Athletics,"MURCHISON, Loren"
1920,United States,Gold,Antwerp,Athletics,Athletics,"PADDOCK, Charles"
1920,United States,Gold,Antwerp,Athletics,Athletics,"SCHOLZ, Jackson"
1920,France,Silver,Antwerp,Athletics,Athletics,"ALI KAHN, Emile"
1920,France,Silver,Antwerp,Athletics,Athletics,"LORAIN, René"
1920,France,Silver,Antwerp,Athletics,Athletics,"MOURLON, René"
1920,France,Silver,Antwerp,Athletics,Athletics,"TIRARD, René"
1920,France,Bronze,Antwerp,Athletics,Athletics,"ANDRE, Georges"
1920,France,Bronze,Antwerp,Athletics,Athletics,"DELVART, Maurice"
1920,France,Bronze,Antwerp,Athletics,Athletics,"DEVAUX, Jean André"
1920,France,Bronze,Antwerp,Athletics,Athletics,"FERY, Gaston"
1920,United Kingdom,Gold,Antwerp,Athletics,Athletics,"AINSWORTH-DAVIS, John Creyghton"
1920,United Kingdom,Gold,Antwerp,Athletics,Athletics,"BUTLER, Guy Montagu"
1920,United Kingdom,Gold,Antwerp,Athletics,Athletics,"GRIFFITHS, Cecil Richmond"
1920,United Kingdom,Gold,Antwerp,Athletics,Athletics,"LINDSAY, Robert Alexander"
1920,South Africa,Silver,Antwerp,Athletics,Athletics,"DAVEL, Harry"
1920,South Africa,Silver,Antwerp,Athletics,Athletics,"OLDFIELD, Clarence Winston"
1920,South Africa,Silver,Antwerp,Athletics,Athletics,"OOSTERLAAK, Jack"
1920,South Africa,Silver,Antwerp,Athletics,Athletics,"RUDD, Bevil Gordon D'Urban"
1920,Sweden,Bronze,Antwerp,Athletics,Athletics,"BACKMAN, Erik"
1920,France,Gold,Antwerp,Athletics,Athletics,"GUILLEMOT, Joseph"
1920,Finland,Silver,Antwerp,Athletics,Athletics,"NURMI, Paavo"
1920,Sweden,Bronze,Antwerp,Athletics,Athletics,"LIND, Carl Johan"
1920,United States,Gold,Antwerp,Athletics,Athletics,"MCDONALD, Patrick"
1920,United States,Silver,Antwerp,Athletics,Athletics,"RYAN, Patrick"
